"IDDIRECCION","DETALLEDIRECCION","IDDISTRITO"
2930,"Oroci de Cartago",70402
2931,"Heredia Centro",70403
2932,"Ciudad quesada,San Carlos",70404
2933,"El centro de SanRafael de Heredia",70501
2934,"Casa #3 Hatillo 8",70502
2935,"Oroci de Cartago",70503
2936,"Heredia Centro",70601
2937,"Ciudad quesada,San Carlos",70602
2938,"El centro de SanRafael de Heredia",70603
2939,"Casa #3 Hatillo 8",70604
2940,"Oroci de Cartago",70605
2941,"Heredia Centro",10101
2942,"Ciudad quesada,San Carlos",10102
2943,"El centro de SanRafael de Heredia",10103
2944,"Casa #3 Hatillo 8",10104
2945,"Oroci de Cartago",10105
2946,"Heredia Centro",10106
2947,"Ciudad quesada,San Carlos",10107
2948,"El centro de SanRafael de Heredia",10108
2949,"Casa #3 Hatillo 8",10109
2950,"Oroci de Cartago",10110
2951,"Heredia Centro",10111
2952,"Ciudad quesada,San Carlos",10201
2953,"El centro de SanRafael de Heredia",10202
2954,"Casa #3 Hatillo 8",10203
2955,"Oroci de Cartago",10301
2956,"Heredia Centro",10302
2957,"Ciudad quesada,San Carlos",10303
2958,"El centro de SanRafael de Heredia",10304
2959,"Casa #3 Hatillo 8",10305
2960,"Oroci de Cartago",10306
2961,"Heredia Centro",10307
2962,"Ciudad quesada,San Carlos",10308
2963,"El centro de SanRafael de Heredia",10309
2964,"Casa #3 Hatillo 8",10310
2965,"Oroci de Cartago",10311
2966,"Heredia Centro",10312
2967,"Ciudad quesada,San Carlos",10313
2968,"El centro de SanRafael de Heredia",10401
2969,"Casa #3 Hatillo 8",10402
2970,"Oroci de Cartago",10403
2971,"Heredia Centro",10404
2972,"Ciudad quesada,San Carlos",10405
2973,"El centro de SanRafael de Heredia",10406
2974,"Casa #3 Hatillo 8",10407
2975,"Oroci de Cartago",10408
2976,"Heredia Centro",10409
2977,"Ciudad quesada,San Carlos",10501
2978,"El centro de SanRafael de Heredia",10502
2979,"Casa #3 Hatillo 8",10503
2980,"Oroci de Cartago",10601
2981,"Heredia Centro",10602
2982,"Ciudad quesada,San Carlos",10603
2983,"El centro de SanRafael de Heredia",10604
2984,"Casa #3 Hatillo 8",10605
2985,"Oroci de Cartago",10606
2986,"Heredia Centro",10607
2987,"Ciudad quesada,San Carlos",10701
2988,"El centro de SanRafael de Heredia",10702
2989,"Casa #3 Hatillo 8",10703
2990,"Oroci de Cartago",10704
2991,"Heredia Centro",10705
2992,"Ciudad quesada,San Carlos",10706
2993,"El centro de SanRafael de Heredia",10707
2994,"Casa #3 Hatillo 8",10801
2995,"Oroci de Cartago",10802
2996,"Heredia Centro",10803
2997,"Ciudad quesada,San Carlos",10804
2998,"El centro de SanRafael de Heredia",10805
2999,"Casa #3 Hatillo 8",10806
3000,"Oroci de Cartago",10807
3001,"Heredia Centro",10901
3002,"Ciudad quesada,San Carlos",10902
3003,"El centro de SanRafael de Heredia",10903
3004,"Casa #3 Hatillo 8",10904
3005,"Oroci de Cartago",10905
3006,"Heredia Centro",10906
3007,"Ciudad quesada,San Carlos",11001
3008,"El centro de SanRafael de Heredia",11002
3009,"Casa #3 Hatillo 8",11003
3010,"Oroci de Cartago",11004
3011,"Heredia Centro",11005
3012,"Ciudad quesada,San Carlos",11101
3013,"El centro de SanRafael de Heredia",11102
3014,"Casa #3 Hatillo 8",11103
3015,"Oroci de Cartago",11104
3016,"Heredia Centro",11105
3017,"Ciudad quesada,San Carlos",11201
3018,"El centro de SanRafael de Heredia",11202
3019,"Casa #3 Hatillo 8",11203
3020,"Oroci de Cartago",11204
3021,"Heredia Centro",11205
3022,"Ciudad quesada,San Carlos",11301
3023,"El centro de SanRafael de Heredia",11302
3024,"Casa #3 Hatillo 8",11303
3025,"Oroci de Cartago",11304
3026,"Heredia Centro",11305
3027,"Ciudad quesada,San Carlos",11401
3028,"El centro de SanRafael de Heredia",11402
3029,"Casa #3 Hatillo 8",11403
3030,"Oroci de Cartago",11501
3031,"Heredia Centro",11502
3032,"Ciudad quesada,San Carlos",11503
3033,"El centro de SanRafael de Heredia",11504
3034,"Casa #3 Hatillo 8",11601
3035,"Oroci de Cartago",11602
3036,"Heredia Centro",11603
3037,"Ciudad quesada,San Carlos",11604
3038,"El centro de SanRafael de Heredia",11605
3039,"Casa #3 Hatillo 8",11701
3040,"Oroci de Cartago",11702
3041,"Heredia Centro",11703
3042,"Ciudad quesada,San Carlos",11801
3043,"El centro de SanRafael de Heredia",11802
3044,"Casa #3 Hatillo 8",11803
3045,"Oroci de Cartago",11804
3046,"Heredia Centro",11901
3047,"Ciudad quesada,San Carlos",11902
3048,"El centro de SanRafael de Heredia",11903
3049,"Casa #3 Hatillo 8",11904
3050,"Oroci de Cartago",11905
3051,"Heredia Centro",11906
3052,"Ciudad quesada,San Carlos",11907
3053,"El centro de SanRafael de Heredia",11908
3054,"Casa #3 Hatillo 8",11909
3055,"Oroci de Cartago",11910
3056,"Heredia Centro",11911
3057,"Ciudad quesada,San Carlos",11912
3058,"El centro de SanRafael de Heredia",12001
3059,"Casa #3 Hatillo 8",12002
3060,"Oroci de Cartago",12003
3061,"Heredia Centro",12004
3062,"Ciudad quesada,San Carlos",12005
3063,"El centro de SanRafael de Heredia",12006
3064,"Casa #3 Hatillo 8",20101
3065,"Oroci de Cartago",20102
3066,"Heredia Centro",20103
3067,"Ciudad quesada,San Carlos",20104
3068,"El centro de SanRafael de Heredia",20105
3069,"Casa #3 Hatillo 8",20106
3070,"Oroci de Cartago",20107
3071,"Heredia Centro",20108
3072,"Ciudad quesada,San Carlos",20109
3073,"El centro de SanRafael de Heredia",20110
3074,"Casa #3 Hatillo 8",20111
3075,"Oroci de Cartago",20112
3076,"Heredia Centro",20113
3077,"Ciudad quesada,San Carlos",20114
3078,"El centro de SanRafael de Heredia",20201
3079,"Casa #3 Hatillo 8",20202
3080,"Oroci de Cartago",20203
3081,"Heredia Centro",20204
3082,"Ciudad quesada,San Carlos",20205
3083,"El centro de SanRafael de Heredia",20206
3084,"Casa #3 Hatillo 8",20207
3085,"Oroci de Cartago",20208
3086,"Heredia Centro",20209
3087,"Ciudad quesada,San Carlos",20210
3088,"El centro de SanRafael de Heredia",20211
3089,"Casa #3 Hatillo 8",20212
3090,"Oroci de Cartago",20213
3091,"Heredia Centro",20214
3092,"Ciudad quesada,San Carlos",20301
3093,"El centro de SanRafael de Heredia",20302
3094,"Casa #3 Hatillo 8",20303
3095,"Oroci de Cartago",20304
3096,"Heredia Centro",20305
3097,"Ciudad quesada,San Carlos",20307
3098,"El centro de SanRafael de Heredia",20308
3099,"Casa #3 Hatillo 8",20401
3100,"Oroci de Cartago",20402
3101,"Heredia Centro",20403
3102,"Ciudad quesada,San Carlos",20404
3103,"El centro de SanRafael de Heredia",20501
3104,"Casa #3 Hatillo 8",20502
3105,"Oroci de Cartago",20503
3106,"Heredia Centro",20504
3107,"Ciudad quesada,San Carlos",20505
3108,"El centro de SanRafael de Heredia",20506
3109,"Casa #3 Hatillo 8",20507
3110,"Oroci de Cartago",20508
3111,"Heredia Centro",20601
3112,"Ciudad quesada,San Carlos",20602
3113,"El centro de SanRafael de Heredia",20603
3114,"Casa #3 Hatillo 8",20604
3115,"Oroci de Cartago",20605
3116,"Heredia Centro",20606
3117,"Ciudad quesada,San Carlos",20607
3118,"El centro de SanRafael de Heredia",20608
3119,"Casa #3 Hatillo 8",20701
3120,"Oroci de Cartago",20702
3121,"Heredia Centro",20703
3122,"Ciudad quesada,San Carlos",20704
3123,"El centro de SanRafael de Heredia",20705
3124,"Casa #3 Hatillo 8",20706
3125,"Oroci de Cartago",20707
3126,"Heredia Centro",20801
3127,"Ciudad quesada,San Carlos",20802
3128,"El centro de SanRafael de Heredia",20803
3129,"Casa #3 Hatillo 8",20804
3130,"Oroci de Cartago",20805
3131,"Heredia Centro",20901
3132,"Ciudad quesada,San Carlos",20902
3133,"El centro de SanRafael de Heredia",20903
3134,"Casa #3 Hatillo 8",20904
3135,"Oroci de Cartago",20905
3136,"Heredia Centro",21001
3137,"Ciudad quesada,San Carlos",21002
3138,"El centro de SanRafael de Heredia",21003
3139,"Casa #3 Hatillo 8",21004
3140,"Oroci de Cartago",21005
3141,"Heredia Centro",21006
3142,"Ciudad quesada,San Carlos",21007
3143,"El centro de SanRafael de Heredia",21008
3144,"Casa #3 Hatillo 8",21009
3145,"Oroci de Cartago",21010
3146,"Heredia Centro",21011
3147,"Ciudad quesada,San Carlos",21012
3148,"El centro de SanRafael de Heredia",21013
3149,"Casa #3 Hatillo 8",21101
3150,"Oroci de Cartago",21102
3151,"Heredia Centro",21103
3152,"Ciudad quesada,San Carlos",21104
3153,"El centro de SanRafael de Heredia",21105
3154,"Casa #3 Hatillo 8",21106
3155,"Oroci de Cartago",21107
3156,"Heredia Centro",21201
3157,"Ciudad quesada,San Carlos",21202
3158,"El centro de SanRafael de Heredia",21203
3159,"Casa #3 Hatillo 8",21204
3160,"Oroci de Cartago",21205
3161,"Heredia Centro",21301
3162,"Ciudad quesada,San Carlos",21302
3163,"El centro de SanRafael de Heredia",21303
3164,"Casa #3 Hatillo 8",21304
3165,"Oroci de Cartago",21305
3166,"Heredia Centro",21306
3167,"Ciudad quesada,San Carlos",21307
3168,"El centro de SanRafael de Heredia",21308
3169,"Casa #3 Hatillo 8",21401
3170,"Oroci de Cartago",21402
3171,"Heredia Centro",21403
3172,"Ciudad quesada,San Carlos",21404
3173,"El centro de SanRafael de Heredia",21501
3174,"Casa #3 Hatillo 8",21502
3175,"Oroci de Cartago",21503
3176,"Heredia Centro",21504
3177,"Ciudad quesada,San Carlos",21601
3178,"El centro de SanRafael de Heredia",21602
3179,"Casa #3 Hatillo 8",21603
3180,"Oroci de Cartago",30101
3181,"Heredia Centro",30102
3182,"Ciudad quesada,San Carlos",30103
3183,"El centro de SanRafael de Heredia",30104
3184,"Casa #3 Hatillo 8",30105
3185,"Oroci de Cartago",30106
3186,"Heredia Centro",30107
3187,"Ciudad quesada,San Carlos",30108
3188,"El centro de SanRafael de Heredia",30109
3189,"Casa #3 Hatillo 8",30110
3190,"Oroci de Cartago",30111
3191,"Heredia Centro",30201
3192,"Ciudad quesada,San Carlos",30202
3193,"El centro de SanRafael de Heredia",30203
3194,"Casa #3 Hatillo 8",30204
3195,"Oroci de Cartago",30205
3196,"Heredia Centro",30206
3197,"Ciudad quesada,San Carlos",30301
3198,"El centro de SanRafael de Heredia",30302
3199,"Casa #3 Hatillo 8",30303
3200,"Oroci de Cartago",30304
3201,"Heredia Centro",30305
3202,"Ciudad quesada,San Carlos",30306
3203,"El centro de SanRafael de Heredia",30307
3204,"Casa #3 Hatillo 8",30308
3205,"Oroci de Cartago",30401
3206,"Heredia Centro",30402
3207,"Ciudad quesada,San Carlos",30403
3208,"El centro de SanRafael de Heredia",30501
3209,"Casa #3 Hatillo 8",30502
3210,"Oroci de Cartago",30503
3211,"Heredia Centro",30504
3212,"Ciudad quesada,San Carlos",30505
3213,"El centro de SanRafael de Heredia",30506
3214,"Casa #3 Hatillo 8",30507
3215,"Oroci de Cartago",30508
3216,"Heredia Centro",30509
3217,"Ciudad quesada,San Carlos",30510
3218,"El centro de SanRafael de Heredia",30511
3219,"Casa #3 Hatillo 8",30512
3220,"Oroci de Cartago",30601
3221,"Heredia Centro",30602
3222,"Ciudad quesada,San Carlos",30603
3223,"El centro de SanRafael de Heredia",30701
3224,"Casa #3 Hatillo 8",30702
3225,"Oroci de Cartago",30703
3226,"Heredia Centro",30704
3227,"Ciudad quesada,San Carlos",30705
3228,"El centro de SanRafael de Heredia",30801
3229,"Casa #3 Hatillo 8",30802
3230,"Oroci de Cartago",30803
3231,"Heredia Centro",30804
3232,"Ciudad quesada,San Carlos",40101
3233,"El centro de SanRafael de Heredia",40102
3234,"Casa #3 Hatillo 8",40103
3235,"Oroci de Cartago",40104
3236,"Heredia Centro",40105
3237,"Ciudad quesada,San Carlos",40201
3238,"El centro de SanRafael de Heredia",40202
3239,"Casa #3 Hatillo 8",40203
3240,"Oroci de Cartago",40204
3241,"Heredia Centro",40205
3242,"Ciudad quesada,San Carlos",40206
3243,"El centro de SanRafael de Heredia",40301
3244,"Casa #3 Hatillo 8",40302
3245,"Oroci de Cartago",40303
3246,"Heredia Centro",40304
3247,"Ciudad quesada,San Carlos",40305
3248,"El centro de SanRafael de Heredia",40306
3249,"Casa #3 Hatillo 8",40307
3250,"Oroci de Cartago",40308
3251,"Heredia Centro",40401
3252,"Ciudad quesada,San Carlos",40402
3253,"El centro de SanRafael de Heredia",40403
3254,"Casa #3 Hatillo 8",40404
3255,"Oroci de Cartago",40405
3256,"Heredia Centro",40406
3257,"Ciudad quesada,San Carlos",40501
3258,"El centro de SanRafael de Heredia",40502
3259,"Casa #3 Hatillo 8",40503
3260,"Oroci de Cartago",40504
3261,"Heredia Centro",40505
3262,"Ciudad quesada,San Carlos",40601
3263,"El centro de SanRafael de Heredia",40602
3264,"Casa #3 Hatillo 8",40603
3265,"Oroci de Cartago",40604
3266,"Heredia Centro",40701
3267,"Ciudad quesada,San Carlos",40702
3268,"El centro de SanRafael de Heredia",40703
3269,"Casa #3 Hatillo 8",40801
3270,"Oroci de Cartago",40802
3271,"Heredia Centro",40803
3272,"Ciudad quesada,San Carlos",40901
3273,"El centro de SanRafael de Heredia",40902
3274,"Casa #3 Hatillo 8",41001
3275,"Oroci de Cartago",41002
3276,"Heredia Centro",41003
3277,"Ciudad quesada,San Carlos",41004
3278,"El centro de SanRafael de Heredia",41005
3279,"Casa #3 Hatillo 8",50101
3280,"Oroci de Cartago",50102
3281,"Heredia Centro",50103
3282,"Ciudad quesada,San Carlos",50104
3283,"El centro de SanRafael de Heredia",50105
3284,"Casa #3 Hatillo 8",50201
3285,"Oroci de Cartago",50202
3286,"Heredia Centro",50203
3287,"Ciudad quesada,San Carlos",50204
3288,"El centro de SanRafael de Heredia",50205
3289,"Casa #3 Hatillo 8",50206
3290,"Oroci de Cartago",50207
3291,"Heredia Centro",50301
3292,"Ciudad quesada,San Carlos",50302
3293,"El centro de SanRafael de Heredia",50303
3294,"Casa #3 Hatillo 8",50304
3295,"Oroci de Cartago",50305
3296,"Heredia Centro",50306
3297,"Ciudad quesada,San Carlos",50307
3298,"El centro de SanRafael de Heredia",50308
3299,"Casa #3 Hatillo 8",50309
3300,"Oroci de Cartago",50401
3301,"Heredia Centro",50402
3302,"Ciudad quesada,San Carlos",50403
3303,"El centro de SanRafael de Heredia",50404
3304,"Casa #3 Hatillo 8",50501
3305,"Oroci de Cartago",50502
3306,"Heredia Centro",50503
3307,"Ciudad quesada,San Carlos",50504
3308,"El centro de SanRafael de Heredia",50601
3309,"Casa #3 Hatillo 8",50602
3310,"Oroci de Cartago",50603
3311,"Heredia Centro",50604
3312,"Ciudad quesada,San Carlos",50605
3313,"El centro de SanRafael de Heredia",50701
3314,"Casa #3 Hatillo 8",50702
3315,"Oroci de Cartago",50703
3316,"Heredia Centro",50704
3317,"Ciudad quesada,San Carlos",50801
3318,"El centro de SanRafael de Heredia",50802
3319,"Casa #3 Hatillo 8",50803
3320,"Oroci de Cartago",50804
3321,"Heredia Centro",50805
3322,"Ciudad quesada,San Carlos",50806
3323,"El centro de SanRafael de Heredia",50807
3324,"Casa #3 Hatillo 8",50808
3325,"Oroci de Cartago",50901
3326,"Heredia Centro",50902
3327,"Ciudad quesada,San Carlos",50903
3328,"El centro de SanRafael de Heredia",50904
3329,"Casa #3 Hatillo 8",50905
3330,"Oroci de Cartago",50906
3331,"Heredia Centro",51001
3332,"Ciudad quesada,San Carlos",51002
3333,"El centro de SanRafael de Heredia",51003
3334,"Casa #3 Hatillo 8",51004
3335,"Oroci de Cartago",51101
3336,"Heredia Centro",51102
3337,"Ciudad quesada,San Carlos",51103
3338,"El centro de SanRafael de Heredia",51104
3339,"Casa #3 Hatillo 8",51105
3340,"Oroci de Cartago",60101
3341,"Heredia Centro",60102
3342,"Ciudad quesada,San Carlos",60103
3343,"El centro de SanRafael de Heredia",60104
3344,"Casa #3 Hatillo 8",60105
3345,"Oroci de Cartago",60106
3346,"Heredia Centro",60107
3347,"Ciudad quesada,San Carlos",60108
3348,"El centro de SanRafael de Heredia",60110
3349,"Casa #3 Hatillo 8",60111
3350,"Oroci de Cartago",60112
3351,"Heredia Centro",60113
3352,"Ciudad quesada,San Carlos",60114
3353,"El centro de SanRafael de Heredia",60115
3354,"Casa #3 Hatillo 8",60116
3355,"Oroci de Cartago",60201
3356,"Heredia Centro",60202
3357,"Ciudad quesada,San Carlos",60203
3358,"El centro de SanRafael de Heredia",60204
3359,"Casa #3 Hatillo 8",60205
3360,"Oroci de Cartago",60206
3361,"Heredia Centro",60301
3362,"Ciudad quesada,San Carlos",60302
3363,"El centro de SanRafael de Heredia",60303
3364,"Casa #3 Hatillo 8",60304
3365,"Oroci de Cartago",60305
3366,"Heredia Centro",60306
3367,"Ciudad quesada,San Carlos",60307
3368,"El centro de SanRafael de Heredia",60308
3369,"Casa #3 Hatillo 8",60309
3370,"Oroci de Cartago",60401
3371,"Heredia Centro",60402
3372,"Ciudad quesada,San Carlos",60403
3373,"El centro de SanRafael de Heredia",60501
3374,"Casa #3 Hatillo 8",60502
3375,"Oroci de Cartago",60503
3376,"Heredia Centro",60504
3377,"Ciudad quesada,San Carlos",60505
3378,"El centro de SanRafael de Heredia",60506
3379,"Casa #3 Hatillo 8",60601
3380,"Oroci de Cartago",60602
3381,"Heredia Centro",60603
3382,"Ciudad quesada,San Carlos",60701
3383,"El centro de SanRafael de Heredia",60702
3384,"Casa #3 Hatillo 8",60703
3385,"Oroci de Cartago",60704
3386,"Heredia Centro",60801
3387,"Ciudad quesada,San Carlos",60802
3388,"El centro de SanRafael de Heredia",60803
3389,"Casa #3 Hatillo 8",60804
3390,"Oroci de Cartago",60805
3391,"Heredia Centro",60806
3392,"Ciudad quesada,San Carlos",60901
3393,"El centro de SanRafael de Heredia",61001
3394,"Casa #3 Hatillo 8",61002
3395,"Oroci de Cartago",61003
3396,"Heredia Centro",61004
3397,"Ciudad quesada,San Carlos",61101
3398,"El centro de SanRafael de Heredia",61102
3399,"Casa #3 Hatillo 8",61103
3400,"Oroci de Cartago",61201
3401,"Heredia Centro",70101
3402,"Ciudad quesada,San Carlos",70102
3403,"El centro de SanRafael de Heredia",70103
3404,"Casa #3 Hatillo 8",70104
3405,"Oroci de Cartago",70201
3406,"Heredia Centro",70202
3407,"Ciudad quesada,San Carlos",70203
3408,"El centro de SanRafael de Heredia",70204
3409,"Casa #3 Hatillo 8",70205
3410,"Oroci de Cartago",70206
3411,"Heredia Centro",70207
3412,"Ciudad quesada,San Carlos",70301
3413,"El centro de SanRafael de Heredia",70302
3414,"Casa #3 Hatillo 8",70303
3415,"Oroci de Cartago",70304
3416,"Heredia Centro",70305
3417,"Ciudad quesada,San Carlos",70306
3418,"El centro de SanRafael de Heredia",70307
3419,"Casa #3 Hatillo 8",70401
3420,"Oroci de Cartago",70402
3421,"Heredia Centro",70403
3422,"Ciudad quesada,San Carlos",70404
3423,"El centro de SanRafael de Heredia",70501
3424,"Casa #3 Hatillo 8",70502
3425,"Oroci de Cartago",70503
3426,"Heredia Centro",70601
3427,"Ciudad quesada,San Carlos",70602
3428,"El centro de SanRafael de Heredia",70603
3429,"Casa #3 Hatillo 8",70604
3430,"Oroci de Cartago",70605
3431,"Heredia Centro",10101
3432,"Ciudad quesada,San Carlos",10102
3433,"El centro de SanRafael de Heredia",10103
3434,"Casa #3 Hatillo 8",10104
3435,"Oroci de Cartago",10105
3436,"Heredia Centro",10106
3437,"Ciudad quesada,San Carlos",10107
3438,"El centro de SanRafael de Heredia",10108
3439,"Casa #3 Hatillo 8",10109
3440,"Oroci de Cartago",10110
3441,"Heredia Centro",10111
3442,"Ciudad quesada,San Carlos",10201
3443,"El centro de SanRafael de Heredia",10202
3444,"Casa #3 Hatillo 8",10203
3445,"Oroci de Cartago",10301
3446,"Heredia Centro",10302
3447,"Ciudad quesada,San Carlos",10303
3448,"El centro de SanRafael de Heredia",10304
3449,"Casa #3 Hatillo 8",10305
3450,"Oroci de Cartago",10306
3451,"Heredia Centro",10307
3452,"Ciudad quesada,San Carlos",10308
3453,"El centro de SanRafael de Heredia",10309
3454,"Casa #3 Hatillo 8",10310
3455,"Oroci de Cartago",10311
3456,"Heredia Centro",10312
3457,"Ciudad quesada,San Carlos",10313
3458,"El centro de SanRafael de Heredia",10401
3459,"Casa #3 Hatillo 8",10402
3460,"Oroci de Cartago",10403
3461,"Heredia Centro",10404
3462,"Ciudad quesada,San Carlos",10405
3463,"El centro de SanRafael de Heredia",10406
3464,"Casa #3 Hatillo 8",10407
3465,"Oroci de Cartago",10408
3466,"Heredia Centro",10409
3467,"Ciudad quesada,San Carlos",10501
3468,"El centro de SanRafael de Heredia",10502
3469,"Casa #3 Hatillo 8",10503
3470,"Oroci de Cartago",10601
3471,"Heredia Centro",10602
3472,"Ciudad quesada,San Carlos",10603
3473,"El centro de SanRafael de Heredia",10604
3474,"Casa #3 Hatillo 8",10605
3475,"Oroci de Cartago",10606
3476,"Heredia Centro",10607
3477,"Ciudad quesada,San Carlos",10701
3478,"El centro de SanRafael de Heredia",10702
3479,"Casa #3 Hatillo 8",10703
3480,"Oroci de Cartago",10704
3481,"Heredia Centro",10705
3482,"Ciudad quesada,San Carlos",10706
3483,"El centro de SanRafael de Heredia",10707
3484,"Casa #3 Hatillo 8",10801
3485,"Oroci de Cartago",10802
3486,"Heredia Centro",10803
3487,"Ciudad quesada,San Carlos",10804
3488,"El centro de SanRafael de Heredia",10805
3489,"Casa #3 Hatillo 8",10806
3490,"Oroci de Cartago",10807
3491,"Heredia Centro",10901
3492,"Ciudad quesada,San Carlos",10902
3493,"El centro de SanRafael de Heredia",10903
3494,"Casa #3 Hatillo 8",10904
3495,"Oroci de Cartago",10905
3496,"Heredia Centro",10906
3497,"Ciudad quesada,San Carlos",11001
3498,"El centro de SanRafael de Heredia",11002
3499,"Casa #3 Hatillo 8",11003
3500,"Oroci de Cartago",11004
3501,"Heredia Centro",11005
3502,"Ciudad quesada,San Carlos",11101
3503,"El centro de SanRafael de Heredia",11102
3504,"Casa #3 Hatillo 8",11103
3505,"Oroci de Cartago",11104
3506,"Heredia Centro",11105
3507,"Ciudad quesada,San Carlos",11201
3508,"El centro de SanRafael de Heredia",11202
3509,"Casa #3 Hatillo 8",11203
3510,"Oroci de Cartago",11204
3511,"Heredia Centro",11205
3512,"Ciudad quesada,San Carlos",11301
3513,"El centro de SanRafael de Heredia",11302
3514,"Casa #3 Hatillo 8",11303
3515,"Oroci de Cartago",11304
3516,"Heredia Centro",11305
3517,"Ciudad quesada,San Carlos",11401
3518,"El centro de SanRafael de Heredia",11402
3519,"Casa #3 Hatillo 8",11403
3520,"Oroci de Cartago",11501
3521,"Heredia Centro",11502
3522,"Ciudad quesada,San Carlos",11503
3523,"El centro de SanRafael de Heredia",11504
3524,"Casa #3 Hatillo 8",11601
3525,"Oroci de Cartago",11602
3526,"Heredia Centro",11603
3527,"Ciudad quesada,San Carlos",11604
3528,"El centro de SanRafael de Heredia",11605
3529,"Casa #3 Hatillo 8",11701
3530,"Oroci de Cartago",11702
3531,"Heredia Centro",11703
3532,"Ciudad quesada,San Carlos",11801
3533,"El centro de SanRafael de Heredia",11802
3534,"Casa #3 Hatillo 8",11803
3535,"Oroci de Cartago",11804
3536,"Heredia Centro",11901
3537,"Ciudad quesada,San Carlos",11902
3538,"El centro de SanRafael de Heredia",11903
3539,"Casa #3 Hatillo 8",11904
3540,"Oroci de Cartago",11905
3541,"Heredia Centro",11906
3542,"Ciudad quesada,San Carlos",11907
3543,"El centro de SanRafael de Heredia",11908
3544,"Casa #3 Hatillo 8",11909
3545,"Oroci de Cartago",11910
3546,"Heredia Centro",11911
3547,"Ciudad quesada,San Carlos",11912
3548,"El centro de SanRafael de Heredia",12001
3549,"Casa #3 Hatillo 8",12002
3550,"Oroci de Cartago",12003
3551,"Heredia Centro",12004
3552,"Ciudad quesada,San Carlos",12005
3553,"El centro de SanRafael de Heredia",12006
3554,"Casa #3 Hatillo 8",20101
3555,"Oroci de Cartago",20102
3556,"Heredia Centro",20103
3557,"Ciudad quesada,San Carlos",20104
3558,"El centro de SanRafael de Heredia",20105
3559,"Casa #3 Hatillo 8",20106
3560,"Oroci de Cartago",20107
3561,"Heredia Centro",20108
3562,"Ciudad quesada,San Carlos",20109
3563,"El centro de SanRafael de Heredia",20110
3564,"Casa #3 Hatillo 8",20111
3565,"Oroci de Cartago",20112
3566,"Heredia Centro",20113
3567,"Ciudad quesada,San Carlos",20114
3568,"El centro de SanRafael de Heredia",20201
3569,"Casa #3 Hatillo 8",20202
3570,"Oroci de Cartago",20203
3571,"Heredia Centro",20204
3572,"Ciudad quesada,San Carlos",20205
3573,"El centro de SanRafael de Heredia",20206
3574,"Casa #3 Hatillo 8",20207
3575,"Oroci de Cartago",20208
3576,"Heredia Centro",20209
3577,"Ciudad quesada,San Carlos",20210
3578,"El centro de SanRafael de Heredia",20211
3579,"Casa #3 Hatillo 8",20212
3580,"Oroci de Cartago",20213
3581,"Heredia Centro",20214
3582,"Ciudad quesada,San Carlos",20301
3583,"El centro de SanRafael de Heredia",20302
3584,"Casa #3 Hatillo 8",20303
3585,"Oroci de Cartago",20304
3586,"Heredia Centro",20305
3587,"Ciudad quesada,San Carlos",20307
3588,"El centro de SanRafael de Heredia",20308
3589,"Casa #3 Hatillo 8",20401
3590,"Oroci de Cartago",20402
3591,"Heredia Centro",20403
3592,"Ciudad quesada,San Carlos",20404
3593,"El centro de SanRafael de Heredia",20501
3594,"Casa #3 Hatillo 8",20502
3595,"Oroci de Cartago",20503
3596,"Heredia Centro",20504
3597,"Ciudad quesada,San Carlos",20505
3598,"El centro de SanRafael de Heredia",20506
3599,"Casa #3 Hatillo 8",20507
3600,"Oroci de Cartago",20508
3601,"Heredia Centro",20601
3602,"Ciudad quesada,San Carlos",20602
3603,"El centro de SanRafael de Heredia",20603
3604,"Casa #3 Hatillo 8",20604
3605,"Oroci de Cartago",20605
3606,"Heredia Centro",20606
3607,"Ciudad quesada,San Carlos",20607
3608,"El centro de SanRafael de Heredia",20608
3609,"Casa #3 Hatillo 8",20701
3610,"Oroci de Cartago",20702
3611,"Heredia Centro",20703
3612,"Ciudad quesada,San Carlos",20704
3613,"El centro de SanRafael de Heredia",20705
3614,"Casa #3 Hatillo 8",20706
3615,"Oroci de Cartago",20707
3616,"Heredia Centro",20801
3617,"Ciudad quesada,San Carlos",20802
3618,"El centro de SanRafael de Heredia",20803
3619,"Casa #3 Hatillo 8",20804
3620,"Oroci de Cartago",20805
3621,"Heredia Centro",20901
3622,"Ciudad quesada,San Carlos",20902
3623,"El centro de SanRafael de Heredia",20903
3624,"Casa #3 Hatillo 8",20904
3625,"Oroci de Cartago",20905
3626,"Heredia Centro",21001
3627,"Ciudad quesada,San Carlos",21002
3628,"El centro de SanRafael de Heredia",21003
3629,"Casa #3 Hatillo 8",21004
3630,"Oroci de Cartago",21005
3631,"Heredia Centro",21006
3632,"Ciudad quesada,San Carlos",21007
3633,"El centro de SanRafael de Heredia",21008
3634,"Casa #3 Hatillo 8",21009
3635,"Oroci de Cartago",21010
3636,"Heredia Centro",21011
3637,"Ciudad quesada,San Carlos",21012
3638,"El centro de SanRafael de Heredia",21013
3639,"Casa #3 Hatillo 8",21101
3640,"Oroci de Cartago",21102
3641,"Heredia Centro",21103
3642,"Ciudad quesada,San Carlos",21104
3643,"El centro de SanRafael de Heredia",21105
3644,"Casa #3 Hatillo 8",21106
3645,"Oroci de Cartago",21107
3646,"Heredia Centro",21201
3647,"Ciudad quesada,San Carlos",21202
3648,"El centro de SanRafael de Heredia",21203
3649,"Casa #3 Hatillo 8",21204
