"IDFACTURA","IDCARRITO","IDEMPLEADO","FECHAFACTURA","SUBTOTAL","IVA","TOTALFACTURA","IDFORMAPAGO"
578,578,578,7/8/2011,3500,1500,3500,578
579,579,579,7/9/2011,5000,1500,5000,579
580,580,580,7/10/2011,15000,1500,15000,580
581,581,581,7/11/2011,28500,1500,28500,581
582,582,582,7/12/2011,2000,1500,2000,582
583,583,583,7/13/2011,3500,1500,3500,583
584,584,584,7/14/2011,5000,1500,5000,584
585,585,585,7/15/2011,15000,1500,15000,585
586,586,586,7/16/2011,28500,1500,28500,586
587,587,587,7/17/2011,2000,1500,2000,587
588,588,588,7/18/2011,3500,1500,3500,588
589,589,589,7/19/2011,5000,1500,5000,589
590,590,590,7/20/2011,15000,1500,15000,590
591,591,591,7/21/2011,28500,1500,28500,591
592,592,592,7/22/2011,2000,1500,2000,592
593,593,593,7/23/2011,3500,1500,3500,593
594,594,594,7/24/2011,5000,1500,5000,594
595,595,595,7/25/2011,15000,1500,15000,595
596,596,596,7/26/2011,28500,1500,28500,596
597,597,597,7/27/2011,2000,1500,2000,597
598,598,598,7/28/2011,3500,1500,3500,598
599,599,599,7/29/2011,5000,1500,5000,599
600,600,600,7/30/2011,15000,1500,15000,600
601,601,601,7/31/2011,28500,1500,28500,601
602,602,602,8/1/2011,2000,1500,2000,602
603,603,603,8/2/2011,3500,1500,3500,603
604,604,604,8/3/2011,5000,1500,5000,604
605,605,605,8/4/2011,15000,1500,15000,605
606,606,606,8/5/2011,28500,1500,28500,606
607,607,607,8/6/2011,2000,1500,2000,607
608,608,608,8/7/2011,3500,1500,3500,608
609,609,609,8/8/2011,5000,1500,5000,609
610,610,610,8/9/2011,15000,1500,15000,610
611,611,611,8/10/2011,28500,1500,28500,611
612,612,612,8/11/2011,2000,1500,2000,612
613,613,613,8/12/2011,3500,1500,3500,613
614,614,614,8/13/2011,5000,1500,5000,614
615,615,615,8/14/2011,15000,1500,15000,615
616,616,616,8/15/2011,28500,1500,28500,616
617,617,617,8/16/2011,2000,1500,2000,617
618,618,618,8/17/2011,3500,1500,3500,618
619,619,619,8/18/2011,5000,1500,5000,619
620,620,620,8/19/2011,15000,1500,15000,620
621,621,621,8/20/2011,28500,1500,28500,621
622,622,622,8/21/2011,2000,1500,2000,622
623,623,623,8/22/2011,3500,1500,3500,623
624,624,624,8/23/2011,5000,1500,5000,624
625,625,625,8/24/2011,15000,1500,15000,625
626,626,626,8/25/2011,28500,1500,28500,626
627,627,627,8/26/2011,2000,1500,2000,627
628,628,628,8/27/2011,3500,1500,3500,628
629,629,629,8/28/2011,5000,1500,5000,629
630,630,630,8/29/2011,15000,1500,15000,630
631,631,631,8/30/2011,28500,1500,28500,631
632,632,632,8/31/2011,2000,1500,2000,632
633,633,633,9/1/2011,3500,1500,3500,633
634,634,634,9/2/2011,5000,1500,5000,634
635,635,635,9/3/2011,15000,1500,15000,635
636,636,636,9/4/2011,28500,1500,28500,636
637,637,637,9/5/2011,2000,1500,2000,637
638,638,638,9/6/2011,3500,1500,3500,638
639,639,639,9/7/2011,5000,1500,5000,639
640,640,640,9/8/2011,15000,1500,15000,640
641,641,641,9/9/2011,28500,1500,28500,641
642,642,642,9/10/2011,2000,1500,2000,642
643,643,643,9/11/2011,3500,1500,3500,643
644,644,644,9/12/2011,5000,1500,5000,644
645,645,645,9/13/2011,15000,1500,15000,645
646,646,646,9/14/2011,28500,1500,28500,646
647,647,647,9/15/2011,2000,1500,2000,647
648,648,648,9/16/2011,3500,1500,3500,648
649,649,649,9/17/2011,5000,1500,5000,649
650,650,650,9/18/2011,15000,1500,15000,650
651,651,651,9/19/2011,28500,1500,28500,651
652,652,652,9/20/2011,2000,1500,2000,652
653,653,653,9/21/2011,3500,1500,3500,653
654,654,654,9/22/2011,5000,1500,5000,654
655,655,655,9/23/2011,15000,1500,15000,655
656,656,656,9/24/2011,28500,1500,28500,656
657,657,657,9/25/2011,2000,1500,2000,657
658,658,658,9/26/2011,3500,1500,3500,658
659,659,659,9/27/2011,5000,1500,5000,659
660,660,660,9/28/2011,15000,1500,15000,660
661,661,661,9/29/2011,28500,1500,28500,661
662,662,662,9/30/2011,2000,1500,2000,662
663,663,663,10/1/2011,3500,1500,3500,663
664,664,664,10/2/2011,5000,1500,5000,664
665,665,665,10/3/2011,15000,1500,15000,665
666,666,666,10/4/2011,28500,1500,28500,666
667,667,667,10/5/2011,2000,1500,2000,667
668,668,668,10/6/2011,3500,1500,3500,668
669,669,669,10/7/2011,5000,1500,5000,669
670,670,670,10/8/2011,15000,1500,15000,670
671,671,671,10/9/2011,28500,1500,28500,671
672,672,672,10/10/2011,2000,1500,2000,672
673,673,673,10/11/2011,3500,1500,3500,673
674,674,674,10/12/2011,5000,1500,5000,674
675,675,675,10/13/2011,15000,1500,15000,675
676,676,676,10/14/2011,28500,1500,28500,676
677,677,677,10/15/2011,2000,1500,2000,677
678,678,678,10/16/2011,3500,1500,3500,678
679,679,679,10/17/2011,5000,1500,5000,679
680,680,680,10/18/2011,15000,1500,15000,680
681,681,681,10/19/2011,28500,1500,28500,681
682,682,682,10/20/2011,2000,1500,2000,682
683,683,683,10/21/2011,3500,1500,3500,683
684,684,684,10/22/2011,5000,1500,5000,684
685,685,685,10/23/2011,15000,1500,15000,685
686,686,686,10/24/2011,28500,1500,28500,686
687,687,687,10/25/2011,2000,1500,2000,687
688,688,688,10/26/2011,3500,1500,3500,688
689,689,689,10/27/2011,5000,1500,5000,689
690,690,690,10/28/2011,15000,1500,15000,690
691,691,691,10/29/2011,28500,1500,28500,691
692,692,692,10/30/2011,2000,1500,2000,692
693,693,693,10/31/2011,3500,1500,3500,693
694,694,694,11/1/2011,5000,1500,5000,694
695,695,695,11/2/2011,15000,1500,15000,695
696,696,696,11/3/2011,28500,1500,28500,696
697,697,697,11/4/2011,2000,1500,2000,697
698,698,698,11/5/2011,3500,1500,3500,698
699,699,699,11/6/2011,5000,1500,5000,699
700,700,700,11/7/2011,15000,1500,15000,700
701,701,701,11/8/2011,28500,1500,28500,701
702,702,702,11/9/2011,2000,1500,2000,702
703,703,703,11/10/2011,3500,1500,3500,703
704,704,704,11/11/2011,5000,1500,5000,704
705,705,705,11/12/2011,15000,1500,15000,705
706,706,706,11/13/2011,28500,1500,28500,706
707,707,707,11/14/2011,2000,1500,2000,707
708,708,708,11/15/2011,3500,1500,3500,708
709,709,709,11/16/2011,5000,1500,5000,709
710,710,710,11/17/2011,15000,1500,15000,710
711,711,711,11/18/2011,28500,1500,28500,711
712,712,712,11/19/2011,2000,1500,2000,712
713,713,713,11/20/2011,3500,1500,3500,713
714,714,714,11/21/2011,5000,1500,5000,714
715,715,715,11/22/2011,15000,1500,15000,715
716,716,716,11/23/2011,28500,1500,28500,716
717,717,717,11/24/2011,2000,1500,2000,717
718,718,718,11/25/2011,3500,1500,3500,718
719,719,719,11/26/2011,5000,1500,5000,719
720,720,720,11/27/2011,15000,1500,15000,720
721,721,721,11/28/2011,28500,1500,28500,721
722,722,722,11/29/2011,2000,1500,2000,722
723,723,723,11/30/2011,3500,1500,3500,723
724,724,724,12/1/2011,5000,1500,5000,724
725,725,725,12/2/2011,15000,1500,15000,725
726,726,726,12/3/2011,28500,1500,28500,726
727,727,727,12/4/2011,2000,1500,2000,727
728,728,728,12/5/2011,3500,1500,3500,728
729,729,729,12/6/2011,5000,1500,5000,729
730,730,730,12/7/2011,15000,1500,15000,730
731,731,731,12/8/2011,28500,1500,28500,731
732,732,732,12/9/2011,2000,1500,2000,732
733,733,733,12/10/2011,3500,1500,3500,733
734,734,734,12/11/2011,5000,1500,5000,734
735,735,735,12/12/2011,15000,1500,15000,735
736,736,736,12/13/2011,28500,1500,28500,736
737,737,737,12/14/2011,2000,1500,2000,737
738,738,738,12/15/2011,3500,1500,3500,738
739,739,739,12/16/2011,5000,1500,5000,739
740,740,740,12/17/2011,15000,1500,15000,740
741,741,741,12/18/2011,28500,1500,28500,741
742,742,742,12/19/2011,2000,1500,2000,742
743,743,743,12/20/2011,3500,1500,3500,743
744,744,744,12/21/2011,5000,1500,5000,744
745,745,745,12/22/2011,15000,1500,15000,745
746,746,746,12/23/2011,28500,1500,28500,746
747,747,747,12/24/2011,2000,1500,2000,747
748,748,748,12/25/2011,3500,1500,3500,748
749,749,749,12/26/2011,5000,1500,5000,749
750,750,750,12/27/2011,15000,1500,15000,750
751,751,751,12/28/2011,28500,1500,28500,751
752,752,752,12/29/2011,2000,1500,2000,752
753,753,753,12/30/2011,3500,1500,3500,753
754,754,754,12/31/2011,5000,1500,5000,754
755,755,755,1/1/2012,15000,1500,15000,755
756,756,756,1/2/2012,28500,1500,28500,756
757,757,757,1/3/2012,2000,1500,2000,757
758,758,758,1/4/2012,3500,1500,3500,758
759,759,759,1/5/2012,5000,1500,5000,759
760,760,760,1/6/2012,15000,1500,15000,760
761,761,761,1/7/2012,28500,1500,28500,761
762,762,762,1/8/2012,2000,1500,2000,762
763,763,763,1/9/2012,3500,1500,3500,763
764,764,764,1/10/2012,5000,1500,5000,764
765,765,765,1/11/2012,15000,1500,15000,765
766,766,766,1/12/2012,28500,1500,28500,766
767,767,767,1/13/2012,2000,1500,2000,767
768,768,768,1/14/2012,3500,1500,3500,768
769,769,769,1/15/2012,5000,1500,5000,769
770,770,770,1/16/2012,15000,1500,15000,770
771,771,771,1/17/2012,28500,1500,28500,771
772,772,772,1/18/2012,2000,1500,2000,772
773,773,773,1/19/2012,3500,1500,3500,773
774,774,774,1/20/2012,5000,1500,5000,774
775,775,775,1/21/2012,15000,1500,15000,775
776,776,776,1/22/2012,28500,1500,28500,776
777,777,777,1/23/2012,2000,1500,2000,777
778,778,778,1/24/2012,3500,1500,3500,778
779,779,779,1/25/2012,5000,1500,5000,779
780,780,780,1/26/2012,15000,1500,15000,780
781,781,781,1/27/2012,28500,1500,28500,781
782,782,782,1/28/2012,2000,1500,2000,782
783,783,783,1/29/2012,3500,1500,3500,783
784,784,784,1/30/2012,5000,1500,5000,784
785,785,785,1/31/2012,15000,1500,15000,785
786,786,786,2/1/2012,28500,1500,28500,786
787,787,787,2/2/2012,2000,1500,2000,787
788,788,788,2/3/2012,3500,1500,3500,788
789,789,789,2/4/2012,5000,1500,5000,789
790,790,790,2/5/2012,15000,1500,15000,790
791,791,791,2/6/2012,28500,1500,28500,791
792,792,792,2/7/2012,2000,1500,2000,792
793,793,793,2/8/2012,3500,1500,3500,793
794,794,794,2/9/2012,5000,1500,5000,794
795,795,795,2/10/2012,15000,1500,15000,795
796,796,796,2/11/2012,28500,1500,28500,796
797,797,797,2/12/2012,2000,1500,2000,797
798,798,798,2/13/2012,3500,1500,3500,798
799,799,799,2/14/2012,5000,1500,5000,799
800,800,800,2/15/2012,15000,1500,15000,800
801,801,801,2/16/2012,28500,1500,28500,801
802,802,802,2/17/2012,2000,1500,2000,802
803,803,803,2/18/2012,3500,1500,3500,803
804,804,804,2/19/2012,5000,1500,5000,804
805,805,805,2/20/2012,15000,1500,15000,805
806,806,806,2/21/2012,28500,1500,28500,806
807,807,807,2/22/2012,2000,1500,2000,807
808,808,808,2/23/2012,3500,1500,3500,808
809,809,809,2/24/2012,5000,1500,5000,809
810,810,810,2/25/2012,15000,1500,15000,810
811,811,811,2/26/2012,28500,1500,28500,811
812,812,812,2/27/2012,2000,1500,2000,812
813,813,813,2/28/2012,3500,1500,3500,813
814,814,814,2/29/2012,5000,1500,5000,814
815,815,815,3/1/2012,15000,1500,15000,815
816,816,816,3/2/2012,28500,1500,28500,816
817,817,817,3/3/2012,2000,1500,2000,817
818,818,818,3/4/2012,3500,1500,3500,818
819,819,819,3/5/2012,5000,1500,5000,819
820,820,820,3/6/2012,15000,1500,15000,820
821,821,821,3/7/2012,28500,1500,28500,821
822,822,822,3/8/2012,2000,1500,2000,822
823,823,823,3/9/2012,3500,1500,3500,823
824,824,824,3/10/2012,5000,1500,5000,824
825,825,825,3/11/2012,15000,1500,15000,825
826,826,826,3/12/2012,28500,1500,28500,826
827,827,827,3/13/2012,2000,1500,2000,827
828,828,828,3/14/2012,3500,1500,3500,828
829,829,829,3/15/2012,5000,1500,5000,829
830,830,830,3/16/2012,15000,1500,15000,830
831,831,831,3/17/2012,28500,1500,28500,831
832,832,832,3/18/2012,2000,1500,2000,832
833,833,833,3/19/2012,3500,1500,3500,833
834,834,834,3/20/2012,5000,1500,5000,834
835,835,835,3/21/2012,15000,1500,15000,835
836,836,836,3/22/2012,28500,1500,28500,836
837,837,837,3/23/2012,2000,1500,2000,837
838,838,838,3/24/2012,3500,1500,3500,838
839,839,839,3/25/2012,5000,1500,5000,839
840,840,840,3/26/2012,15000,1500,15000,840
841,841,841,3/27/2012,28500,1500,28500,841
842,842,842,3/28/2012,2000,1500,2000,842
843,843,843,3/29/2012,3500,1500,3500,843
844,844,844,3/30/2012,5000,1500,5000,844
845,845,845,3/31/2012,15000,1500,15000,845
846,846,846,4/1/2012,28500,1500,28500,846
847,847,847,4/2/2012,2000,1500,2000,847
848,848,848,4/3/2012,3500,1500,3500,848
849,849,849,4/4/2012,5000,1500,5000,849
850,850,850,4/5/2012,15000,1500,15000,850
851,851,851,4/6/2012,28500,1500,28500,851
852,852,852,4/7/2012,2000,1500,2000,852
853,853,853,4/8/2012,3500,1500,3500,853
854,854,854,4/9/2012,5000,1500,5000,854
855,855,855,4/10/2012,15000,1500,15000,855
856,856,856,4/11/2012,28500,1500,28500,856
857,857,857,4/12/2012,2000,1500,2000,857
858,858,858,4/13/2012,3500,1500,3500,858
859,859,859,4/14/2012,5000,1500,5000,859
860,860,860,4/15/2012,15000,1500,15000,860
861,861,861,4/16/2012,28500,1500,28500,861
862,862,862,4/17/2012,2000,1500,2000,862
863,863,863,4/18/2012,3500,1500,3500,863
864,864,864,4/19/2012,5000,1500,5000,864
865,865,865,4/20/2012,15000,1500,15000,865
866,866,866,4/21/2012,28500,1500,28500,866
867,867,867,4/22/2012,2000,1500,2000,867
868,868,868,4/23/2012,3500,1500,3500,868
869,869,869,4/24/2012,5000,1500,5000,869
870,870,870,4/25/2012,15000,1500,15000,870
871,871,871,4/26/2012,28500,1500,28500,871
872,872,872,4/27/2012,2000,1500,2000,872
873,873,873,4/28/2012,3500,1500,3500,873
874,874,874,4/29/2012,5000,1500,5000,874
875,875,875,4/30/2012,15000,1500,15000,875
876,876,876,5/1/2012,28500,1500,28500,876
877,877,877,5/2/2012,2000,1500,2000,877
878,878,878,5/3/2012,3500,1500,3500,878
879,879,879,5/4/2012,5000,1500,5000,879
880,880,880,5/5/2012,15000,1500,15000,880
881,881,881,5/6/2012,28500,1500,28500,881
882,882,882,5/7/2012,2000,1500,2000,882
883,883,883,5/8/2012,3500,1500,3500,883
884,884,884,5/9/2012,5000,1500,5000,884
885,885,885,5/10/2012,15000,1500,15000,885
886,886,886,5/11/2012,2000,1500,2000,886
887,887,887,5/12/2012,3500,1500,3500,887
888,888,888,5/13/2012,5000,1500,5000,888
889,889,889,5/14/2012,15000,1500,15000,889
890,890,890,5/15/2012,28500,1500,28500,890
891,891,891,5/16/2012,2000,1500,2000,891
892,892,892,5/17/2012,3500,1500,3500,892
893,893,893,5/18/2012,5000,1500,5000,893
894,894,894,5/19/2012,15000,1500,15000,894
895,895,895,5/20/2012,28500,1500,28500,895
896,896,896,5/21/2012,2000,1500,2000,896
897,897,897,5/22/2012,3500,1500,3500,897
898,898,898,5/23/2012,5000,1500,5000,898
899,899,899,5/24/2012,15000,1500,15000,899
900,900,900,5/25/2012,28500,1500,28500,900
901,901,901,5/26/2012,2000,1500,2000,901
902,902,902,5/27/2012,3500,1500,3500,902
903,903,903,5/28/2012,5000,1500,5000,903
904,904,904,5/29/2012,15000,1500,15000,904
905,905,905,5/30/2012,28500,1500,28500,905
906,906,906,5/31/2012,2000,1500,2000,906
907,907,907,6/1/2012,3500,1500,3500,907
908,908,908,6/2/2012,5000,1500,5000,908
909,909,909,6/3/2012,15000,1500,15000,909
910,910,910,6/4/2012,28500,1500,28500,910
911,911,911,6/5/2012,2000,1500,2000,911
912,912,912,6/6/2012,3500,1500,3500,912
913,913,913,6/7/2012,5000,1500,5000,913
914,914,914,6/8/2012,15000,1500,15000,914
915,915,915,6/9/2012,28500,1500,28500,915
916,916,916,6/10/2012,2000,1500,2000,916
917,917,917,6/11/2012,3500,1500,3500,917
918,918,918,6/12/2012,5000,1500,5000,918
919,919,919,6/13/2012,15000,1500,15000,919
920,920,920,6/14/2012,28500,1500,28500,920
921,921,921,6/15/2012,2000,1500,2000,921
922,922,922,6/16/2012,3500,1500,3500,922
923,923,923,6/17/2012,5000,1500,5000,923
924,924,924,6/18/2012,15000,1500,15000,924
925,925,925,6/19/2012,28500,1500,28500,925
926,926,926,6/20/2012,2000,1500,2000,926
927,927,927,6/21/2012,3500,1500,3500,927
928,928,928,6/22/2012,5000,1500,5000,928
929,929,929,6/23/2012,15000,1500,15000,929
930,930,930,6/24/2012,28500,1500,28500,930
931,931,931,6/25/2012,2000,1500,2000,931
932,932,932,6/26/2012,3500,1500,3500,932
933,933,933,6/27/2012,5000,1500,5000,933
934,934,934,6/28/2012,15000,1500,15000,934
935,935,935,6/29/2012,28500,1500,28500,935
936,936,936,6/30/2012,2000,1500,2000,936
937,937,937,7/1/2012,3500,1500,3500,937
938,938,938,7/2/2012,5000,1500,5000,938
939,939,939,7/3/2012,15000,1500,15000,939
940,940,940,7/4/2012,28500,1500,28500,940
941,941,941,7/5/2012,2000,1500,2000,941
942,942,942,7/6/2012,3500,1500,3500,942
943,943,943,7/7/2012,5000,1500,5000,943
944,944,944,7/8/2012,15000,1500,15000,944
945,945,945,7/9/2012,28500,1500,28500,945
946,946,946,7/10/2012,2000,1500,2000,946
947,947,947,7/11/2012,3500,1500,3500,947
948,948,948,7/12/2012,5000,1500,5000,948
949,949,949,7/13/2012,15000,1500,15000,949
950,950,950,7/14/2012,28500,1500,28500,950
951,951,951,7/15/2012,2000,1500,2000,951
952,952,952,7/16/2012,3500,1500,3500,952
953,953,953,7/17/2012,5000,1500,5000,953
954,954,954,7/18/2012,15000,1500,15000,954
955,955,955,7/19/2012,28500,1500,28500,955
956,956,956,7/20/2012,2000,1500,2000,956
957,957,957,7/21/2012,3500,1500,3500,957
958,958,958,7/22/2012,5000,1500,5000,958
959,959,959,7/23/2012,15000,1500,15000,959
960,960,960,7/24/2012,28500,1500,28500,960
961,961,961,7/25/2012,2000,1500,2000,961
962,962,962,7/26/2012,3500,1500,3500,962
963,963,963,7/27/2012,5000,1500,5000,963
964,964,964,7/28/2012,15000,1500,15000,964
965,965,965,7/29/2012,28500,1500,28500,965
966,966,966,7/30/2012,2000,1500,2000,966
967,967,967,7/31/2012,3500,1500,3500,967
968,968,968,8/1/2012,5000,1500,5000,968
969,969,969,8/2/2012,15000,1500,15000,969
970,970,970,8/3/2012,28500,1500,28500,970
971,971,971,8/4/2012,2000,1500,2000,971
972,972,972,8/5/2012,3500,1500,3500,972
973,973,973,8/6/2012,5000,1500,5000,973
974,974,974,8/7/2012,15000,1500,15000,974
975,975,975,8/8/2012,28500,1500,28500,975
976,976,976,8/9/2012,2000,1500,2000,976
977,977,977,8/10/2012,3500,1500,3500,977
978,978,978,8/11/2012,5000,1500,5000,978
979,979,979,8/12/2012,15000,1500,15000,979
980,980,980,8/13/2012,28500,1500,28500,980
981,981,981,8/14/2012,2000,1500,2000,981
982,982,1,8/15/2012,3500,1500,3500,982
983,983,2,8/16/2012,5000,1500,5000,983
984,984,3,8/17/2012,15000,1500,15000,984
985,985,4,8/18/2012,28500,1500,28500,985
986,986,5,8/19/2012,2000,1500,2000,986
987,987,6,8/20/2012,3500,1500,3500,987
988,988,7,8/21/2012,5000,1500,5000,988
989,989,8,8/22/2012,15000,1500,15000,989
990,990,9,8/23/2012,28500,1500,28500,990
991,991,10,8/24/2012,2000,1500,2000,991
992,992,11,8/25/2012,3500,1500,3500,992
993,993,12,8/26/2012,5000,1500,5000,993
994,994,13,8/27/2012,15000,1500,15000,994
995,995,14,8/28/2012,28500,1500,28500,995
996,996,15,8/29/2012,2000,1500,2000,996
997,997,16,8/30/2012,3500,1500,3500,997
998,998,17,8/31/2012,5000,1500,5000,998
999,999,18,9/1/2012,15000,1500,15000,999
1000,1000,19,9/2/2012,28500,1500,28500,1000
1001,1001,20,9/3/2012,2000,1500,2000,1001
1002,1002,21,9/4/2012,3500,1500,3500,1002
1003,1003,22,9/5/2012,5000,1500,5000,1003
1004,1004,23,9/6/2012,15000,1500,15000,1004
1005,1005,24,9/7/2012,28500,1500,28500,1005
1006,1006,25,9/8/2012,2000,1500,2000,1006
1007,1007,26,9/9/2012,3500,1500,3500,1007
1008,1008,27,9/10/2012,5000,1500,5000,1008
1009,1009,28,9/11/2012,15000,1500,15000,1009
1010,1010,29,9/12/2012,28500,1500,28500,1010
1011,1011,30,9/13/2012,2000,1500,2000,1011
1012,1012,31,9/14/2012,3500,1500,3500,1012
1013,1013,32,9/15/2012,5000,1500,5000,1013
1014,1014,33,9/16/2012,15000,1500,15000,1014
1015,1015,34,9/17/2012,28500,1500,28500,1015
1016,1016,35,9/18/2012,2000,1500,2000,1016
1017,1017,36,9/19/2012,3500,1500,3500,1017
1018,1018,37,9/20/2012,5000,1500,5000,1018
1019,1019,38,9/21/2012,15000,1500,15000,1019
1020,1020,39,9/22/2012,28500,1500,28500,1020
1021,1021,40,9/23/2012,2000,1500,2000,1021
1022,1022,41,9/24/2012,3500,1500,3500,1022
1023,1023,42,9/25/2012,5000,1500,5000,1023
1024,1024,43,9/26/2012,15000,1500,15000,1024
1025,1025,44,9/27/2012,28500,1500,28500,1025
1026,1026,45,9/28/2012,2000,1500,2000,1026
1027,1027,46,9/29/2012,3500,1500,3500,1027
1028,1028,47,9/30/2012,5000,1500,5000,1028
1029,1029,48,10/1/2012,15000,1500,15000,1029
1030,1030,49,10/2/2012,28500,1500,28500,1030
1031,1031,50,10/3/2012,2000,1500,2000,1031
1032,1032,51,10/4/2012,3500,1500,3500,1032
1033,1033,52,10/5/2012,5000,1500,5000,1033
1034,1034,53,10/6/2012,15000,1500,15000,1034
1035,1035,54,10/7/2012,28500,1500,28500,1035
1036,1036,55,10/8/2012,2000,1500,2000,1036
1037,1037,56,10/9/2012,3500,1500,3500,1037
1038,1038,57,10/10/2012,5000,1500,5000,1038
1039,1039,58,10/11/2012,15000,1500,15000,1039
1040,1040,59,10/12/2012,28500,1500,28500,1040
1041,1041,60,10/13/2012,2000,1500,2000,1041
1042,1042,61,10/14/2012,3500,1500,3500,1042
1043,1043,62,10/15/2012,5000,1500,5000,1043
1044,1044,63,10/16/2012,15000,1500,15000,1044
1045,1045,64,10/17/2012,28500,1500,28500,1045
1046,1046,65,10/18/2012,2000,1500,2000,1046
1047,1047,66,10/19/2012,3500,1500,3500,1047
1048,1048,67,10/20/2012,5000,1500,5000,1048
1049,1049,68,10/21/2012,15000,1500,15000,1049
1050,1050,69,10/22/2012,28500,1500,28500,1050
1051,1051,70,10/23/2012,2000,1500,2000,1051
1052,1052,71,10/24/2012,3500,1500,3500,1052
1053,1053,72,10/25/2012,5000,1500,5000,1053
1054,1054,73,10/26/2012,2000,1500,2000,1054
1055,1055,74,10/27/2012,3500,1500,3500,1055
1056,1056,75,10/28/2012,5000,1500,5000,1056
1057,1057,76,10/29/2012,15000,1500,15000,1057
1058,1058,77,10/30/2012,28500,1500,28500,1058
1059,1059,78,10/31/2012,2000,1500,2000,1059
1060,1060,79,11/1/2012,3500,1500,3500,1060
1061,1061,80,11/2/2012,5000,1500,5000,1061
1062,1062,81,11/3/2012,15000,1500,15000,1062
1063,1063,82,11/4/2012,28500,1500,28500,1063
1064,1064,83,11/5/2012,2000,1500,2000,1064
1065,1065,84,11/6/2012,3500,1500,3500,1065
1066,1066,85,11/7/2012,5000,1500,5000,1066
1067,1067,86,11/8/2012,15000,1500,15000,1067
1068,1068,87,11/9/2012,28500,1500,28500,1068
1069,1069,88,11/10/2012,2000,1500,2000,1069
1070,1070,89,11/11/2012,3500,1500,3500,1070
1071,1071,90,11/12/2012,5000,1500,5000,1071
1072,1072,91,11/13/2012,15000,1500,15000,1072
1073,1073,92,11/14/2012,28500,1500,28500,1073
1074,1074,93,11/15/2012,2000,1500,2000,1074
1075,1075,94,11/16/2012,3500,1500,3500,1075
1076,1076,95,11/17/2012,5000,1500,5000,1076
1077,1077,96,11/18/2012,15000,1500,15000,1077
1078,1078,97,11/19/2012,28500,1500,28500,1078
1079,1079,98,11/20/2012,2000,1500,2000,1079
1080,1080,99,11/21/2012,3500,1500,3500,1080
1081,1081,100,11/22/2012,5000,1500,5000,1081
1082,1082,101,11/23/2012,15000,1500,15000,1082
1083,1083,102,11/24/2012,28500,1500,28500,1083
