IDENVIO,IDDETALLEVENTA,IDCLIENTE,ESTADOENVIO,FECHA
663,663,663,EN PROCESO,10/1/2011
664,664,664,ENTREGADO,10/2/2011
665,665,665,EN PROCESO,10/3/2011
666,666,666,EN PROCESO,10/4/2011
667,667,667,ENTREGADO,10/5/2011
668,668,668,EN PROCESO,10/6/2011
669,669,669,ENTREGADO,10/7/2011
670,670,670,EN PROCESO,10/8/2011
671,671,671,EN PROCESO,10/9/2011
672,672,672,ENTREGADO,10/10/2011
673,673,673,EN PROCESO,10/11/2011
674,674,674,ENTREGADO,10/12/2011
675,675,675,EN PROCESO,10/13/2011
676,676,676,EN PROCESO,10/14/2011
677,677,677,ENTREGADO,10/15/2011
678,678,678,EN PROCESO,10/16/2011
679,679,679,ENTREGADO,10/17/2011
680,680,680,EN PROCESO,10/18/2011
681,681,681,EN PROCESO,10/19/2011
682,682,682,ENTREGADO,10/20/2011
683,683,683,EN PROCESO,10/21/2011
684,684,684,ENTREGADO,10/22/2011
685,685,685,EN PROCESO,10/23/2011
686,686,686,EN PROCESO,10/24/2011
687,687,687,ENTREGADO,10/25/2011
688,688,688,EN PROCESO,10/26/2011
689,689,689,ENTREGADO,10/27/2011
690,690,690,EN PROCESO,10/28/2011
691,691,691,EN PROCESO,10/29/2011
692,692,692,ENTREGADO,10/30/2011
693,693,693,EN PROCESO,10/31/2011
694,694,694,ENTREGADO,11/1/2011
695,695,695,EN PROCESO,11/2/2011
696,696,696,EN PROCESO,11/3/2011
697,697,697,ENTREGADO,11/4/2011
698,698,698,EN PROCESO,11/5/2011
699,699,699,ENTREGADO,11/6/2011
700,700,700,EN PROCESO,11/7/2011
701,701,701,EN PROCESO,11/8/2011
702,702,702,ENTREGADO,11/9/2011
703,703,703,EN PROCESO,11/10/2011
704,704,704,ENTREGADO,11/11/2011
705,705,705,EN PROCESO,11/12/2011
706,706,706,EN PROCESO,11/13/2011
707,707,707,ENTREGADO,11/14/2011
708,708,708,EN PROCESO,11/15/2011
709,709,709,ENTREGADO,11/16/2011
710,710,710,EN PROCESO,11/17/2011
711,711,711,EN PROCESO,11/18/2011
712,712,712,ENTREGADO,11/19/2011
713,713,713,EN PROCESO,11/20/2011
714,714,714,ENTREGADO,11/21/2011
715,715,715,EN PROCESO,11/22/2011
716,716,716,EN PROCESO,11/23/2011
717,717,717,ENTREGADO,11/24/2011
718,718,718,EN PROCESO,11/25/2011
719,719,719,ENTREGADO,11/26/2011
720,720,720,EN PROCESO,11/27/2011
721,721,721,EN PROCESO,11/28/2011
722,722,722,ENTREGADO,11/29/2011
723,723,723,EN PROCESO,11/30/2011
724,724,724,ENTREGADO,12/1/2011
725,725,725,EN PROCESO,12/2/2011
726,726,726,EN PROCESO,12/3/2011
727,727,727,ENTREGADO,12/4/2011
728,728,728,EN PROCESO,12/5/2011
729,729,729,ENTREGADO,12/6/2011
730,730,730,EN PROCESO,12/7/2011
731,731,731,EN PROCESO,12/8/2011
732,732,732,ENTREGADO,12/9/2011
733,733,733,EN PROCESO,12/10/2011
734,734,734,ENTREGADO,12/11/2011
735,735,735,EN PROCESO,12/12/2011
736,736,736,EN PROCESO,12/13/2011
737,737,737,ENTREGADO,12/14/2011
738,738,738,EN PROCESO,12/15/2011
739,739,739,ENTREGADO,12/16/2011
740,740,740,EN PROCESO,12/17/2011
741,741,741,EN PROCESO,12/18/2011
742,742,742,ENTREGADO,12/19/2011
743,743,743,EN PROCESO,12/20/2011
744,744,744,ENTREGADO,12/21/2011
745,745,745,EN PROCESO,12/22/2011
746,746,746,EN PROCESO,12/23/2011
747,747,747,ENTREGADO,12/24/2011
748,748,748,EN PROCESO,12/25/2011
749,749,749,ENTREGADO,12/26/2011
750,750,750,EN PROCESO,12/27/2011
751,751,751,EN PROCESO,12/28/2011
752,752,752,ENTREGADO,12/29/2011
753,753,753,EN PROCESO,12/30/2011
754,754,754,ENTREGADO,12/31/2011
755,755,755,EN PROCESO,1/1/2012
756,756,756,EN PROCESO,1/2/2012
757,757,757,ENTREGADO,1/3/2012
758,758,758,EN PROCESO,1/4/2012
759,759,759,ENTREGADO,1/5/2012
760,760,760,EN PROCESO,1/6/2012
761,761,761,EN PROCESO,1/7/2012
762,762,762,ENTREGADO,1/8/2012
763,763,763,EN PROCESO,1/9/2012
764,764,764,ENTREGADO,1/10/2012
765,765,765,EN PROCESO,1/11/2012
766,766,766,EN PROCESO,1/12/2012
767,767,767,ENTREGADO,1/13/2012
768,768,768,EN PROCESO,1/14/2012
769,769,769,ENTREGADO,1/15/2012
770,770,770,EN PROCESO,1/16/2012
771,771,771,EN PROCESO,1/17/2012
772,772,772,ENTREGADO,1/18/2012
773,773,773,EN PROCESO,1/19/2012
774,774,774,ENTREGADO,1/20/2012
775,775,775,EN PROCESO,1/21/2012
776,776,776,EN PROCESO,1/22/2012
777,777,777,ENTREGADO,1/23/2012
778,778,778,EN PROCESO,1/24/2012
779,779,779,ENTREGADO,1/25/2012
780,780,780,EN PROCESO,1/26/2012
781,781,781,EN PROCESO,1/27/2012
782,782,782,ENTREGADO,1/28/2012
783,783,783,EN PROCESO,1/29/2012
784,784,784,ENTREGADO,1/30/2012
785,785,785,EN PROCESO,1/31/2012
786,786,786,EN PROCESO,2/1/2012
787,787,787,ENTREGADO,2/2/2012
788,788,788,EN PROCESO,2/3/2012
789,789,789,ENTREGADO,2/4/2012
790,790,790,EN PROCESO,2/5/2012
791,791,791,EN PROCESO,2/6/2012
792,792,792,ENTREGADO,2/7/2012
793,793,793,EN PROCESO,2/8/2012
794,794,794,ENTREGADO,2/9/2012
795,795,795,EN PROCESO,2/10/2012
796,796,796,EN PROCESO,2/11/2012
797,797,797,ENTREGADO,2/12/2012
798,798,798,EN PROCESO,2/13/2012
799,799,799,ENTREGADO,2/14/2012
800,800,800,EN PROCESO,2/15/2012
801,801,801,EN PROCESO,2/16/2012
802,802,802,ENTREGADO,2/17/2012
803,803,803,EN PROCESO,2/18/2012
804,804,804,ENTREGADO,2/19/2012
805,805,805,EN PROCESO,2/20/2012
806,806,806,EN PROCESO,2/21/2012
807,807,807,ENTREGADO,2/22/2012
808,808,808,EN PROCESO,2/23/2012
809,809,809,ENTREGADO,2/24/2012
810,810,810,EN PROCESO,2/25/2012
811,811,811,EN PROCESO,2/26/2012
812,812,812,ENTREGADO,2/27/2012
813,813,813,EN PROCESO,2/28/2012
814,814,814,ENTREGADO,2/29/2012
815,815,815,EN PROCESO,3/1/2012
816,816,816,EN PROCESO,3/2/2012
817,817,817,ENTREGADO,3/3/2012
818,818,818,EN PROCESO,3/4/2012
819,819,819,ENTREGADO,3/5/2012
820,820,820,EN PROCESO,3/6/2012
821,821,821,EN PROCESO,3/7/2012
822,822,822,ENTREGADO,3/8/2012
823,823,823,EN PROCESO,3/9/2012
824,824,824,ENTREGADO,3/10/2012
825,825,825,EN PROCESO,3/11/2012
826,826,826,EN PROCESO,3/12/2012
827,827,827,ENTREGADO,3/13/2012
828,828,828,EN PROCESO,3/14/2012
829,829,829,ENTREGADO,3/15/2012
830,830,830,EN PROCESO,3/16/2012
831,831,831,EN PROCESO,3/17/2012
832,832,832,ENTREGADO,3/18/2012
833,833,833,EN PROCESO,3/19/2012
834,834,834,ENTREGADO,3/20/2012
835,835,835,EN PROCESO,3/21/2012
836,836,836,EN PROCESO,3/22/2012
837,837,837,ENTREGADO,3/23/2012
838,838,838,EN PROCESO,3/24/2012
839,839,839,ENTREGADO,3/25/2012
840,840,840,EN PROCESO,3/26/2012
841,841,841,EN PROCESO,3/27/2012
842,842,842,ENTREGADO,3/28/2012
843,843,843,EN PROCESO,3/29/2012
844,844,844,ENTREGADO,3/30/2012
845,845,845,EN PROCESO,3/31/2012
846,846,846,EN PROCESO,4/1/2012
847,847,847,ENTREGADO,4/2/2012
848,848,848,EN PROCESO,4/3/2012
849,849,849,ENTREGADO,4/4/2012
850,850,850,EN PROCESO,4/5/2012
851,851,851,EN PROCESO,4/6/2012
852,852,852,ENTREGADO,4/7/2012
853,853,853,EN PROCESO,4/8/2012
854,854,854,ENTREGADO,4/9/2012
855,855,855,EN PROCESO,4/10/2012
856,856,856,EN PROCESO,4/11/2012
857,857,857,ENTREGADO,4/12/2012
858,858,858,EN PROCESO,4/13/2012
859,859,859,ENTREGADO,4/14/2012
860,860,860,EN PROCESO,4/15/2012
861,861,861,EN PROCESO,4/16/2012
862,862,862,ENTREGADO,4/17/2012
863,863,863,EN PROCESO,4/18/2012
864,864,864,ENTREGADO,4/19/2012
865,865,865,EN PROCESO,4/20/2012
866,866,866,EN PROCESO,4/21/2012
867,867,867,ENTREGADO,4/22/2012
868,868,868,EN PROCESO,4/23/2012
869,869,869,ENTREGADO,4/24/2012
870,870,870,EN PROCESO,4/25/2012
871,871,871,EN PROCESO,4/26/2012
872,872,872,ENTREGADO,4/27/2012
873,873,873,EN PROCESO,4/28/2012
874,874,874,ENTREGADO,4/29/2012
875,875,875,EN PROCESO,4/30/2012
876,876,876,EN PROCESO,5/1/2012
877,877,877,ENTREGADO,5/2/2012
878,878,878,EN PROCESO,5/3/2012
879,879,879,ENTREGADO,5/4/2012
880,880,880,EN PROCESO,5/5/2012
881,881,881,EN PROCESO,5/6/2012
882,882,882,ENTREGADO,5/7/2012
883,883,883,EN PROCESO,5/8/2012
884,884,884,ENTREGADO,5/9/2012
885,885,885,EN PROCESO,5/10/2012
886,886,886,EN PROCESO,5/11/2012
887,887,887,ENTREGADO,5/12/2012
888,888,888,EN PROCESO,5/13/2012
889,889,889,ENTREGADO,5/14/2012
890,890,890,EN PROCESO,5/15/2012
891,891,891,EN PROCESO,5/16/2012
892,892,892,ENTREGADO,5/17/2012
893,893,893,EN PROCESO,5/18/2012
894,894,894,ENTREGADO,5/19/2012
895,895,895,EN PROCESO,5/20/2012
896,896,896,EN PROCESO,5/21/2012
897,897,897,ENTREGADO,5/22/2012
898,898,898,EN PROCESO,5/23/2012
899,899,899,ENTREGADO,5/24/2012
900,900,900,EN PROCESO,5/25/2012
901,901,901,EN PROCESO,5/26/2012
902,902,902,ENTREGADO,5/27/2012
903,903,903,EN PROCESO,5/28/2012
904,904,904,ENTREGADO,5/29/2012
905,905,905,EN PROCESO,5/30/2012
906,906,906,EN PROCESO,5/31/2012
907,907,907,ENTREGADO,6/1/2012
908,908,908,EN PROCESO,6/2/2012
909,909,909,ENTREGADO,6/3/2012
910,910,910,EN PROCESO,6/4/2012
911,911,911,EN PROCESO,6/5/2012
912,912,912,ENTREGADO,6/6/2012
913,913,913,EN PROCESO,6/7/2012
914,914,914,ENTREGADO,6/8/2012
915,915,915,EN PROCESO,6/9/2012
916,916,916,EN PROCESO,6/10/2012
917,917,917,ENTREGADO,6/11/2012
918,918,918,EN PROCESO,6/12/2012
919,919,919,ENTREGADO,6/13/2012
920,920,920,EN PROCESO,6/14/2012
921,921,921,EN PROCESO,6/15/2012
922,922,922,ENTREGADO,6/16/2012
923,923,923,EN PROCESO,6/17/2012
924,924,924,ENTREGADO,6/18/2012
925,925,925,EN PROCESO,6/19/2012
926,926,926,EN PROCESO,6/20/2012
927,927,927,ENTREGADO,6/21/2012
928,928,928,EN PROCESO,6/22/2012
929,929,929,ENTREGADO,6/23/2012
930,930,930,EN PROCESO,6/24/2012
931,931,931,EN PROCESO,6/25/2012
932,932,932,ENTREGADO,6/26/2012
933,933,933,EN PROCESO,6/27/2012
934,934,934,ENTREGADO,6/28/2012
935,935,935,EN PROCESO,6/29/2012
936,936,936,EN PROCESO,6/30/2012
937,937,937,ENTREGADO,7/1/2012
938,938,938,EN PROCESO,7/2/2012
939,939,939,ENTREGADO,7/3/2012
940,940,940,EN PROCESO,7/4/2012
941,941,941,EN PROCESO,7/5/2012
942,942,942,ENTREGADO,7/6/2012
943,943,943,EN PROCESO,7/7/2012
944,944,944,ENTREGADO,7/8/2012
945,945,945,EN PROCESO,7/9/2012
946,946,946,EN PROCESO,7/10/2012
947,947,947,ENTREGADO,7/11/2012
948,948,948,EN PROCESO,7/12/2012
949,949,949,ENTREGADO,7/13/2012
950,950,950,EN PROCESO,7/14/2012
951,951,951,EN PROCESO,7/15/2012
952,952,952,ENTREGADO,7/16/2012
953,953,953,EN PROCESO,7/17/2012
954,954,954,ENTREGADO,7/18/2012
955,955,955,EN PROCESO,7/19/2012
956,956,956,EN PROCESO,7/20/2012
957,957,957,ENTREGADO,7/21/2012
958,958,958,EN PROCESO,7/22/2012
959,959,959,ENTREGADO,7/23/2012
960,960,960,EN PROCESO,7/24/2012
961,961,961,EN PROCESO,7/25/2012
962,962,962,ENTREGADO,7/26/2012
963,963,963,EN PROCESO,7/27/2012
964,964,964,ENTREGADO,7/28/2012
965,965,965,EN PROCESO,7/29/2012
966,966,966,EN PROCESO,7/30/2012
967,967,967,ENTREGADO,7/31/2012
968,968,968,EN PROCESO,8/1/2012
969,969,969,ENTREGADO,8/2/2012
970,970,970,EN PROCESO,8/3/2012
971,971,971,EN PROCESO,8/4/2012
972,972,972,ENTREGADO,8/5/2012
973,973,973,EN PROCESO,8/6/2012
974,974,974,ENTREGADO,8/7/2012
975,975,975,EN PROCESO,8/8/2012
976,976,976,EN PROCESO,8/9/2012
977,977,977,ENTREGADO,8/10/2012
978,978,978,EN PROCESO,8/11/2012
979,979,979,ENTREGADO,8/12/2012
980,980,980,EN PROCESO,8/13/2012
981,981,981,EN PROCESO,8/14/2012
982,982,982,ENTREGADO,8/15/2012
983,983,983,EN PROCESO,8/16/2012
984,984,984,ENTREGADO,8/17/2012
985,985,985,EN PROCESO,8/18/2012
986,986,986,EN PROCESO,8/19/2012
987,987,987,ENTREGADO,8/20/2012
988,988,988,EN PROCESO,8/21/2012
989,989,989,ENTREGADO,8/22/2012
990,990,990,EN PROCESO,8/23/2012
991,991,991,EN PROCESO,8/24/2012
992,992,992,ENTREGADO,8/25/2012
993,993,993,EN PROCESO,8/26/2012
994,994,994,ENTREGADO,8/27/2012
995,995,995,EN PROCESO,8/28/2012
996,996,996,EN PROCESO,8/29/2012
997,997,997,ENTREGADO,8/30/2012
998,998,998,EN PROCESO,8/31/2012
999,999,999,ENTREGADO,9/1/2012
1000,1000,1000,EN PROCESO,9/2/2012
1001,1001,1001,EN PROCESO,9/3/2012
1002,1002,1002,ENTREGADO,9/4/2012
1003,1003,1003,EN PROCESO,9/5/2012
1004,1004,1004,ENTREGADO,9/6/2012
1005,1005,1005,EN PROCESO,9/7/2012
1006,1006,1006,EN PROCESO,9/8/2012
1007,1007,1007,ENTREGADO,9/9/2012
1008,1008,1008,EN PROCESO,9/10/2012
1009,1009,1009,ENTREGADO,9/11/2012
1010,1010,1010,EN PROCESO,9/12/2012
1011,1011,1011,EN PROCESO,9/13/2012
1012,1012,1012,ENTREGADO,9/14/2012
1013,1013,1013,EN PROCESO,9/15/2012
1014,1014,1014,ENTREGADO,9/16/2012
1015,1015,1015,EN PROCESO,9/17/2012
1016,1016,1016,EN PROCESO,9/18/2012
1017,1017,1017,ENTREGADO,9/19/2012
1018,1018,1018,EN PROCESO,9/20/2012
1019,1019,1019,ENTREGADO,9/21/2012
1020,1020,1020,EN PROCESO,9/22/2012
1021,1021,1021,EN PROCESO,9/23/2012
1022,1022,1022,ENTREGADO,9/24/2012
1023,1023,1023,EN PROCESO,9/25/2012
1024,1024,1024,ENTREGADO,9/26/2012
1025,1025,1025,EN PROCESO,9/27/2012
1026,1026,1026,EN PROCESO,9/28/2012
1027,1027,1027,ENTREGADO,9/29/2012
1028,1028,1028,EN PROCESO,9/30/2012
1029,1029,1029,ENTREGADO,10/1/2012
1030,1030,1030,EN PROCESO,10/2/2012
1031,1031,1031,EN PROCESO,10/3/2012
1032,1032,1032,ENTREGADO,10/4/2012
1033,1033,1033,EN PROCESO,10/5/2012
1034,1034,1034,ENTREGADO,10/6/2012
1035,1035,1035,EN PROCESO,10/7/2012
1036,1036,1036,EN PROCESO,10/8/2012
1037,1037,1037,ENTREGADO,10/9/2012
1038,1038,1038,EN PROCESO,10/10/2012
1039,1039,1039,ENTREGADO,10/11/2012
1040,1040,1040,EN PROCESO,10/12/2012
1041,1041,1041,EN PROCESO,10/13/2012
1042,1042,1042,ENTREGADO,10/14/2012
1043,1043,1043,EN PROCESO,10/15/2012
1044,1044,1044,ENTREGADO,10/16/2012
1045,1045,1045,EN PROCESO,10/17/2012
1046,1046,1046,EN PROCESO,10/18/2012
1047,1047,1047,ENTREGADO,10/19/2012
1048,1048,1048,EN PROCESO,10/20/2012
1049,1049,1049,ENTREGADO,10/21/2012
1050,1050,1050,EN PROCESO,10/22/2012
1051,1051,1051,EN PROCESO,10/23/2012
1052,1052,1052,ENTREGADO,10/24/2012
1053,1053,1053,EN PROCESO,10/25/2012
1054,1054,1054,ENTREGADO,10/26/2012
1055,1055,1055,EN PROCESO,10/27/2012
1056,1056,1056,EN PROCESO,10/28/2012
1057,1057,1057,ENTREGADO,10/29/2012
1058,1058,1058,EN PROCESO,10/30/2012
1059,1059,1059,ENTREGADO,10/31/2012
1060,1060,1060,EN PROCESO,11/1/2012
1061,1061,1061,EN PROCESO,11/2/2012
1062,1062,1062,ENTREGADO,11/3/2012
1063,1063,1063,EN PROCESO,11/4/2012
1064,1064,1064,ENTREGADO,11/5/2012
1065,1065,1065,EN PROCESO,11/6/2012
1066,1066,1066,EN PROCESO,11/7/2012
1067,1067,1067,ENTREGADO,11/8/2012
1068,1068,1068,EN PROCESO,11/9/2012
1069,1069,1069,ENTREGADO,11/10/2012
1070,1070,1070,EN PROCESO,11/11/2012
1071,1071,1071,EN PROCESO,11/12/2012
1072,1072,1072,ENTREGADO,11/13/2012
1073,1073,1073,EN PROCESO,11/14/2012
1074,1074,1074,ENTREGADO,11/15/2012
1075,1075,1075,EN PROCESO,11/16/2012
1076,1076,1076,EN PROCESO,11/17/2012
1077,1077,1077,ENTREGADO,11/18/2012
1078,1078,1078,EN PROCESO,11/19/2012
1079,1079,1079,ENTREGADO,11/20/2012
1080,1080,1080,EN PROCESO,11/21/2012
1081,1081,1081,EN PROCESO,11/22/2012
1082,1082,1082,ENTREGADO,11/23/2012
1083,1083,1083,EN PROCESO,11/24/2012
1084,1084,1084,ENTREGADO,11/25/2012
1085,1085,1085,EN PROCESO,11/26/2012
1086,1086,1086,EN PROCESO,11/27/2012
1087,1087,1087,ENTREGADO,11/28/2012
1088,1088,1088,EN PROCESO,11/29/2012
1089,1089,1089,ENTREGADO,11/30/2012
1090,1090,1090,EN PROCESO,12/1/2012
1091,1091,1091,EN PROCESO,12/2/2012
1092,1092,1092,ENTREGADO,12/3/2012
1093,1093,1093,EN PROCESO,12/4/2012
1094,1094,1094,ENTREGADO,12/5/2012
1095,1095,1095,EN PROCESO,12/6/2012
1096,1096,1096,EN PROCESO,12/7/2012
1097,1097,1097,ENTREGADO,12/8/2012
1098,1098,1098,EN PROCESO,12/9/2012
1099,1099,1099,ENTREGADO,12/10/2012
1100,1100,1100,EN PROCESO,12/11/2012
1101,1101,1101,EN PROCESO,12/12/2012
1102,1102,1102,ENTREGADO,12/13/2012
1103,1103,1103,EN PROCESO,12/14/2012
1104,1104,1104,ENTREGADO,12/15/2012
1105,1105,1105,EN PROCESO,12/16/2012
1106,1106,1106,EN PROCESO,12/17/2012
1107,1107,1107,ENTREGADO,12/18/2012
1108,1108,1108,EN PROCESO,12/19/2012
1109,1109,1109,ENTREGADO,12/20/2012
1110,1110,1110,EN PROCESO,12/21/2012
1111,1111,1111,EN PROCESO,12/22/2012
1112,1112,1112,ENTREGADO,12/23/2012
1113,1113,1113,EN PROCESO,12/24/2012
1114,1114,1114,ENTREGADO,12/25/2012
1115,1115,1115,EN PROCESO,12/26/2012
1116,1116,1116,EN PROCESO,12/27/2012
1117,1117,1117,ENTREGADO,12/28/2012
1118,1118,1118,EN PROCESO,12/29/2012
1119,1119,1119,ENTREGADO,12/30/2012
1120,1120,1120,EN PROCESO,12/31/2012
1121,1121,1121,EN PROCESO,1/1/2013
1122,1122,1122,ENTREGADO,1/2/2013
1123,1123,1123,EN PROCESO,1/3/2013
1124,1124,1124,ENTREGADO,1/4/2013
1125,1125,1125,EN PROCESO,1/5/2013
1126,1126,1126,EN PROCESO,1/6/2013
1127,1127,1127,ENTREGADO,1/7/2013
1128,1128,1128,EN PROCESO,1/8/2013
1129,1129,1129,ENTREGADO,1/9/2013
1130,1130,1130,EN PROCESO,1/10/2013
1131,1131,1131,EN PROCESO,1/11/2013
1132,1132,1132,ENTREGADO,1/12/2013
1133,1133,1133,EN PROCESO,1/13/2013
1134,1134,1134,ENTREGADO,1/14/2013
1135,1135,1135,EN PROCESO,1/15/2013
1136,1136,1136,EN PROCESO,1/16/2013
1137,1137,1137,ENTREGADO,1/17/2013
1138,1138,1138,EN PROCESO,1/18/2013
1139,1139,1139,ENTREGADO,1/19/2013
1140,1140,1140,EN PROCESO,1/20/2013
1141,1141,1141,EN PROCESO,1/21/2013
1142,1142,1142,ENTREGADO,1/22/2013
1143,1143,1143,EN PROCESO,1/23/2013
1144,1144,1144,ENTREGADO,1/24/2013
1145,1145,1145,EN PROCESO,1/25/2013
1146,1146,1146,EN PROCESO,1/26/2013
1147,1147,1147,ENTREGADO,1/27/2013
1148,1148,1148,EN PROCESO,1/28/2013
1149,1149,1149,ENTREGADO,1/29/2013
1150,1150,1150,EN PROCESO,1/30/2013
1151,1151,1151,EN PROCESO,1/31/2013
1152,1152,1152,ENTREGADO,2/1/2013
1153,1153,1153,EN PROCESO,2/2/2013
1154,1154,1154,ENTREGADO,2/3/2013
1155,1155,1155,EN PROCESO,2/4/2013
1156,1156,1156,EN PROCESO,2/5/2013
1157,1157,1157,ENTREGADO,2/6/2013
1158,1158,1158,EN PROCESO,2/7/2013
1159,1159,1159,ENTREGADO,2/8/2013
1160,1160,1160,EN PROCESO,2/9/2013
1161,1161,1161,EN PROCESO,2/10/2013
1162,1162,1162,ENTREGADO,2/11/2013
1163,1163,1163,EN PROCESO,2/12/2013
1164,1164,1164,ENTREGADO,2/13/2013
1165,1165,1165,EN PROCESO,2/14/2013
1166,1166,1166,EN PROCESO,2/15/2013
1167,1167,1167,ENTREGADO,2/16/2013
1168,1168,1168,EN PROCESO,2/17/2013
1169,1169,1169,ENTREGADO,2/18/2013
1170,1170,1170,EN PROCESO,2/19/2013
1171,1171,1171,EN PROCESO,2/20/2013
1172,1172,1172,ENTREGADO,2/21/2013
1173,1173,1173,EN PROCESO,2/22/2013
1174,1174,1174,ENTREGADO,2/23/2013
1175,1175,1175,EN PROCESO,2/24/2013
1176,1176,1176,EN PROCESO,2/25/2013
1177,1177,1177,ENTREGADO,2/26/2013
1178,1178,1178,EN PROCESO,2/27/2013
1179,1179,1179,ENTREGADO,2/28/2013
1180,1180,1180,EN PROCESO,3/1/2013
1181,1181,1181,EN PROCESO,3/2/2013
1182,1182,1182,ENTREGADO,3/3/2013
1183,1183,1183,EN PROCESO,3/4/2013
1184,1184,1184,ENTREGADO,3/5/2013
1185,1185,1185,EN PROCESO,3/6/2013
1186,1186,1186,EN PROCESO,3/7/2013
1187,1187,1187,ENTREGADO,3/8/2013
1188,1188,1188,EN PROCESO,3/9/2013
1189,1189,1189,ENTREGADO,3/10/2013
1190,1190,1190,EN PROCESO,3/11/2013
1191,1191,1191,EN PROCESO,3/12/2013
1192,1192,1192,ENTREGADO,3/13/2013
1193,1193,1193,EN PROCESO,3/14/2013
1194,1194,1194,ENTREGADO,3/15/2013
1195,1195,1195,EN PROCESO,3/16/2013
1196,1196,1196,EN PROCESO,3/17/2013
1197,1197,1197,ENTREGADO,3/18/2013
1198,1198,1198,EN PROCESO,3/19/2013
1199,1199,1199,ENTREGADO,3/20/2013
1200,1200,1200,EN PROCESO,3/21/2013
1201,1201,1201,EN PROCESO,3/22/2013
1202,1202,1202,ENTREGADO,3/23/2013
1203,1203,1203,EN PROCESO,3/24/2013
1204,1204,1204,ENTREGADO,3/25/2013
1205,1205,1205,EN PROCESO,3/26/2013
1206,1206,1206,EN PROCESO,3/27/2013
1207,1207,1207,ENTREGADO,3/28/2013
1208,1208,1208,EN PROCESO,3/29/2013
1209,1209,1209,ENTREGADO,3/30/2013
1210,1210,1210,EN PROCESO,3/31/2013
1211,1211,1211,EN PROCESO,4/1/2013
1212,1212,1212,ENTREGADO,4/2/2013
1213,1213,1213,EN PROCESO,4/3/2013
1214,1214,1214,ENTREGADO,4/4/2013
1215,1215,1215,EN PROCESO,4/5/2013
1216,1216,1216,EN PROCESO,4/6/2013
1217,1217,1217,ENTREGADO,4/7/2013
1218,1218,1218,EN PROCESO,4/8/2013
1219,1219,1219,ENTREGADO,4/9/2013
1220,1220,1220,EN PROCESO,4/10/2013
1221,1221,1221,EN PROCESO,4/11/2013
1222,1222,1222,ENTREGADO,4/12/2013
1223,1223,1223,EN PROCESO,4/13/2013
1224,1224,1224,ENTREGADO,4/14/2013
1225,1225,1225,EN PROCESO,4/15/2013
1226,1226,1226,EN PROCESO,4/16/2013
1227,1227,1227,ENTREGADO,4/17/2013
1228,1228,1228,EN PROCESO,4/18/2013
1229,1229,1229,ENTREGADO,4/19/2013
1230,1230,1230,EN PROCESO,4/20/2013
1231,1231,1231,EN PROCESO,4/21/2013
1232,1232,1232,ENTREGADO,4/22/2013
1233,1233,1233,EN PROCESO,4/23/2013
1234,1234,1234,ENTREGADO,4/24/2013
1235,1235,1235,EN PROCESO,4/25/2013
1236,1236,1236,EN PROCESO,4/26/2013
1237,1237,1237,ENTREGADO,4/27/2013
1238,1238,1238,EN PROCESO,4/28/2013
1239,1239,1239,ENTREGADO,4/29/2013
1240,1240,1240,EN PROCESO,4/30/2013
1241,1241,1241,EN PROCESO,5/1/2013
1242,1242,1242,ENTREGADO,5/2/2013
1243,1243,1243,EN PROCESO,5/3/2013
1244,1244,1244,ENTREGADO,5/4/2013
1245,1245,1245,EN PROCESO,5/5/2013
1246,1246,1246,EN PROCESO,5/6/2013
1247,1247,1247,ENTREGADO,5/7/2013
1248,1248,1248,EN PROCESO,5/8/2013
1249,1249,1249,ENTREGADO,5/9/2013
1250,1250,1250,EN PROCESO,5/10/2013
1251,1251,1251,EN PROCESO,5/11/2013
1252,1252,1252,ENTREGADO,5/12/2013
1253,1253,1253,EN PROCESO,5/13/2013
1254,1254,1254,ENTREGADO,5/14/2013
1255,1255,1255,EN PROCESO,5/15/2013
1256,1256,1256,EN PROCESO,5/16/2013
1257,1257,1257,ENTREGADO,5/17/2013
1258,1258,1258,EN PROCESO,5/18/2013
1259,1259,1259,ENTREGADO,5/19/2013
1260,1260,1260,EN PROCESO,5/20/2013
1261,1261,1261,EN PROCESO,5/21/2013
1262,1262,1262,ENTREGADO,5/22/2013
1263,1263,1263,EN PROCESO,5/23/2013
1264,1264,1264,ENTREGADO,5/24/2013
1265,1265,1265,EN PROCESO,5/25/2013
1266,1266,1266,EN PROCESO,5/26/2013
1267,1267,1267,ENTREGADO,5/27/2013
1268,1268,1268,EN PROCESO,5/28/2013
1269,1269,1269,ENTREGADO,5/29/2013
1270,1270,1270,EN PROCESO,5/30/2013
1271,1271,1271,EN PROCESO,5/31/2013
1272,1272,1272,ENTREGADO,6/1/2013
1273,1273,1273,EN PROCESO,6/2/2013
1274,1274,1274,ENTREGADO,6/3/2013
1275,1275,1275,EN PROCESO,6/4/2013
1276,1276,1276,EN PROCESO,6/5/2013
1277,1277,1277,ENTREGADO,6/6/2013
1278,1278,1278,EN PROCESO,6/7/2013
1279,1279,1279,ENTREGADO,6/8/2013
1280,1280,1280,EN PROCESO,6/9/2013
1281,1281,1281,EN PROCESO,6/10/2013
1282,1282,1282,ENTREGADO,6/11/2013
1283,1283,1283,EN PROCESO,6/12/2013
1284,1284,1284,ENTREGADO,6/13/2013
1285,1285,1285,EN PROCESO,6/14/2013
