"IDPRODUCTO","NOMBREPRODUCTO","PRECIOPRODUCTO","DESCRIPCIONPRODUCTO","ESTADO","CANTIDADDISPONIBLE","IMAGENPRODUCTO","IDCATEGORIA"
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",337
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",338
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",339
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",340
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",341
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",342
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",343
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",344
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",345
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",346
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",347
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",348
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",349
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",350
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",351
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",352
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",353
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",354
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",355
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",356
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",357
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",358
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",359
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",360
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",361
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",362
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",363
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",364
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",365
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",366
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",367
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",368
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",369
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",370
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",371
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",372
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",373
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",374
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",375
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",376
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",377
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",378
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",379
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",380
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",381
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",382
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",383
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",384
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",385
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",386
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",387
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",388
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",389
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",390
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",391
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",392
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",393
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",394
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",395
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",396
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",397
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",398
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",399
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",400
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",401
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",402
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",403
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",404
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",405
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",406
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",407
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",408
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",409
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",410
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",411
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",412
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",413
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",414
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",415
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",416
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",417
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",418
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",419
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",420
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",421
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",422
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",423
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",424
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",425
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",426
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",427
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",428
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",429
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",430
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",431
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",432
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",433
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",434
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",435
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",436
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",437
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",438
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",439
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",440
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",441
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",442
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",443
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",444
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",445
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",446
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",447
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",448
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",449
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",450
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",451
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",452
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",453
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",454
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",455
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",456
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",457
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",458
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",459
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",460
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",461
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",462
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",463
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",464
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",465
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",466
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",467
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",468
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",469
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",470
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",471
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",472
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",473
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",474
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",475
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",476
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",477
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",478
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",479
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",480
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",481
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",482
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",483
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",484
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",485
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",486
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",487
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",488
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",489
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",490
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",491
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",492
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",493
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",494
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",495
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",496
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",497
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",498
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",499
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",500
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",501
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",502
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",503
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",504
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",505
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",506
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",507
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",508
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",509
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",510
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",511
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",512
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",513
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",514
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",515
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",516
7,"PIZZA",28500,"PIZZA","DISPONIBLE",7,"PIZZA",517
4,"REFRESCO",2000,"REFRESCO","AGOTADO",4,"REFRESCO",518
1,"POSTRE",3500,"POSTRE","DISPONIBLE",1,"POSTRE",519
6,"ALITAS",5000,"ALITAS","AGOTADO",6,"ALITAS",520
2,"HAMBURGUESA",15000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",521
7,"PIZZA",28500,"PIZZA","AGOTADO",7,"PIZZA",522
4,"REFRESCO",2000,"REFRESCO","DISPONIBLE",4,"REFRESCO",523
1,"POSTRE",3500,"POSTRE","AGOTADO",1,"POSTRE",524
6,"ALITAS",5000,"ALITAS","DISPONIBLE",6,"ALITAS",525
2,"HAMBURGUESA",15000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",526
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",527
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",528
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",529
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",530
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",531
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",532
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",533
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",534
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",535
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",536
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",537
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",538
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",539
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",540
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",541
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",542
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",543
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",544
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",545
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",546
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",547
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",548
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",549
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",550
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",551
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",552
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",553
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",554
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",555
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",556
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",557
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",558
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",559
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",560
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",561
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",562
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",563
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",564
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",565
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",566
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",567
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",568
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",569
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",570
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",571
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",572
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",573
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",574
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",575
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",576
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",577
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",578
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",579
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",580
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",581
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",582
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",583
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",584
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",585
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",586
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",587
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",588
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",589
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",590
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",591
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",592
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",593
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",594
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",595
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",596
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",597
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",598
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",599
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",600
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",601
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",602
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",603
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",604
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",605
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",606
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",607
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",608
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",609
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",610
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",611
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",612
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",613
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",614
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",615
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",616
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",617
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",618
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",619
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",620
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",621
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",622
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",623
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",624
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",625
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",626
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",627
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",628
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",629
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",630
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",631
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",632
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",633
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",634
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",635
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",636
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",637
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",638
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",639
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",640
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",641
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",642
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",643
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",644
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",645
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",646
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",647
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",648
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",649
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",650
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",651
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",652
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",653
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",654
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",655
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",656
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",657
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",658
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",659
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",660
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",661
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",662
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",663
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",664
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",665
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",666
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",667
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",668
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",669
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",670
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",671
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",672
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",673
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",674
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",675
