"IDINVENTARIO","IDPROVEEDOR","IDINGREDIENTE","CANTIDAD","ESTADO"
2858,8,2858,4,"DISPONIBLE"
2859,9,2859,1,"AGOTADO"
2860,10,2860,6,"DISPONIBLE"
2861,11,2861,2,"DISPONIBLE"
2862,12,2862,7,"AGOTADO"
2863,13,2863,4,"DISPONIBLE"
2864,14,2864,1,"AGOTADO"
2865,15,2865,6,"DISPONIBLE"
2866,16,2866,2,"DISPONIBLE"
2867,17,2867,7,"AGOTADO"
2868,18,2868,4,"DISPONIBLE"
2869,19,2869,1,"AGOTADO"
2870,20,2870,6,"DISPONIBLE"
2871,21,2871,2,"DISPONIBLE"
2872,22,2872,7,"AGOTADO"
2873,23,2873,4,"DISPONIBLE"
2874,24,2874,1,"AGOTADO"
2875,25,2875,6,"DISPONIBLE"
2876,26,2876,2,"DISPONIBLE"
2877,27,2877,7,"AGOTADO"
2878,28,2878,4,"DISPONIBLE"
2879,29,2879,1,"AGOTADO"
2880,30,2880,6,"DISPONIBLE"
2881,31,2881,2,"DISPONIBLE"
2882,32,2882,7,"AGOTADO"
2883,33,2883,4,"DISPONIBLE"
2884,34,2884,1,"AGOTADO"
2885,35,2885,6,"DISPONIBLE"
2886,36,2886,2,"DISPONIBLE"
2887,37,2887,7,"AGOTADO"
2888,38,2888,4,"DISPONIBLE"
2889,1,2889,1,"AGOTADO"
2890,2,2890,6,"DISPONIBLE"
2891,3,2891,2,"DISPONIBLE"
2892,4,2892,7,"AGOTADO"
2893,5,2893,4,"DISPONIBLE"
2894,6,2894,1,"AGOTADO"
2895,7,2895,6,"DISPONIBLE"
2896,8,2896,2,"DISPONIBLE"
2897,9,2897,7,"AGOTADO"
2898,10,2898,4,"DISPONIBLE"
2899,11,2899,1,"AGOTADO"
2900,12,2900,6,"DISPONIBLE"
2901,13,2901,2,"DISPONIBLE"
2902,14,2902,7,"AGOTADO"
2903,15,2903,4,"DISPONIBLE"
2904,16,2904,1,"AGOTADO"
2905,17,2905,6,"DISPONIBLE"
2906,18,2906,2,"DISPONIBLE"
2907,19,2907,7,"AGOTADO"
2908,20,2908,4,"DISPONIBLE"
2909,21,2909,1,"AGOTADO"
2910,22,2910,6,"DISPONIBLE"
2911,23,2911,2,"DISPONIBLE"
2912,24,2912,7,"AGOTADO"
2913,25,2913,4,"DISPONIBLE"
2914,26,2914,1,"AGOTADO"
2915,27,2915,6,"DISPONIBLE"
2916,28,2916,2,"DISPONIBLE"
2917,29,2917,7,"AGOTADO"
2918,30,2918,4,"DISPONIBLE"
2919,31,2919,1,"AGOTADO"
2920,32,2920,6,"DISPONIBLE"
2921,33,2921,2,"DISPONIBLE"
2922,34,2922,7,"AGOTADO"
2923,35,2923,4,"DISPONIBLE"
2924,36,2924,1,"AGOTADO"
2925,37,2925,6,"DISPONIBLE"
2926,38,2926,2,"DISPONIBLE"
2927,1,2927,7,"AGOTADO"
2928,2,2928,4,"DISPONIBLE"
2929,3,2929,1,"AGOTADO"
2930,4,2930,6,"DISPONIBLE"
2931,5,2931,2,"DISPONIBLE"
2932,6,2932,7,"AGOTADO"
2933,7,2933,4,"DISPONIBLE"
2934,8,2934,1,"AGOTADO"
2935,9,2935,6,"DISPONIBLE"
2936,10,2936,2,"DISPONIBLE"
2937,11,2937,7,"AGOTADO"
2938,12,2938,4,"DISPONIBLE"
2939,13,2939,1,"AGOTADO"
2940,14,2940,6,"DISPONIBLE"
2941,15,2941,2,"DISPONIBLE"
2942,16,2942,7,"AGOTADO"
2943,17,2943,4,"DISPONIBLE"
2944,18,2944,1,"AGOTADO"
2945,19,2945,6,"DISPONIBLE"
2946,20,2946,2,"DISPONIBLE"
2947,21,2947,7,"AGOTADO"
2948,22,2948,4,"DISPONIBLE"
2949,23,2949,1,"AGOTADO"
2950,24,2950,6,"DISPONIBLE"
2951,25,2951,2,"DISPONIBLE"
2952,26,2952,7,"AGOTADO"
2953,27,2953,4,"DISPONIBLE"
2954,28,2954,1,"AGOTADO"
2955,29,2955,6,"DISPONIBLE"
2956,30,2956,2,"DISPONIBLE"
2957,31,2957,7,"AGOTADO"
2958,32,2958,4,"DISPONIBLE"
2959,33,2959,1,"AGOTADO"
2960,34,2960,6,"DISPONIBLE"
2961,35,2961,2,"DISPONIBLE"
2962,36,2962,7,"AGOTADO"
2963,37,2963,4,"DISPONIBLE"
2964,38,2964,1,"AGOTADO"
2965,1,2965,6,"DISPONIBLE"
2966,2,2966,2,"DISPONIBLE"
2967,3,2967,7,"AGOTADO"
2968,4,2968,4,"DISPONIBLE"
2969,5,2969,1,"AGOTADO"
2970,6,2970,6,"DISPONIBLE"
2971,7,2971,2,"DISPONIBLE"
2972,8,2972,7,"AGOTADO"
2973,9,2973,4,"DISPONIBLE"
2974,10,2974,1,"AGOTADO"
2975,11,2975,6,"DISPONIBLE"
2976,12,2976,2,"DISPONIBLE"
2977,13,2977,7,"AGOTADO"
2978,14,2978,4,"DISPONIBLE"
2979,15,2979,1,"AGOTADO"
2980,16,2980,6,"DISPONIBLE"
2981,17,2981,2,"DISPONIBLE"
2982,18,2982,7,"AGOTADO"
2983,19,2983,4,"DISPONIBLE"
2984,20,2984,1,"AGOTADO"
2985,21,2985,6,"DISPONIBLE"
2986,22,2986,2,"DISPONIBLE"
2987,23,2987,7,"AGOTADO"
2988,24,2988,4,"DISPONIBLE"
2989,25,2989,1,"AGOTADO"
2990,26,2990,6,"DISPONIBLE"
2991,27,2991,2,"DISPONIBLE"
2992,28,2992,7,"AGOTADO"
2993,29,2993,4,"DISPONIBLE"
2994,30,2994,1,"AGOTADO"
2995,31,2995,6,"DISPONIBLE"
2996,32,2996,2,"DISPONIBLE"
2997,33,2997,7,"AGOTADO"
2998,34,2998,4,"DISPONIBLE"
2999,35,2999,1,"AGOTADO"
3000,36,3000,6,"DISPONIBLE"
3001,37,3001,2,"DISPONIBLE"
3002,38,3002,7,"AGOTADO"
3003,1,3003,4,"DISPONIBLE"
3004,2,3004,1,"AGOTADO"
3005,3,3005,6,"DISPONIBLE"
3006,4,3006,2,"DISPONIBLE"
3007,5,3007,7,"AGOTADO"
3008,6,3008,4,"DISPONIBLE"
3009,7,3009,1,"AGOTADO"
3010,8,3010,6,"DISPONIBLE"
3011,9,3011,2,"DISPONIBLE"
3012,10,3012,7,"AGOTADO"
3013,11,3013,4,"DISPONIBLE"
3014,12,3014,1,"AGOTADO"
3015,13,3015,6,"DISPONIBLE"
3016,14,3016,2,"DISPONIBLE"
3017,15,3017,7,"AGOTADO"
3018,16,3018,4,"DISPONIBLE"
3019,17,3019,1,"AGOTADO"
3020,18,3020,6,"DISPONIBLE"
3021,19,3021,2,"DISPONIBLE"
3022,20,3022,7,"AGOTADO"
3023,21,3023,4,"DISPONIBLE"
3024,22,3024,1,"AGOTADO"
3025,23,3025,6,"DISPONIBLE"
3026,24,3026,2,"DISPONIBLE"
3027,25,3027,7,"AGOTADO"
3028,26,3028,4,"DISPONIBLE"
3029,27,3029,1,"AGOTADO"
3030,28,3030,6,"DISPONIBLE"
3031,29,3031,2,"DISPONIBLE"
3032,30,3032,7,"AGOTADO"
3033,31,3033,4,"DISPONIBLE"
3034,32,3034,1,"AGOTADO"
3035,33,3035,6,"DISPONIBLE"
3036,34,3036,2,"DISPONIBLE"
3037,35,3037,7,"AGOTADO"
3038,36,3038,4,"DISPONIBLE"
3039,37,3039,1,"AGOTADO"
3040,38,3040,6,"DISPONIBLE"
3041,1,3041,2,"DISPONIBLE"
3042,2,3042,7,"AGOTADO"
3043,3,3043,4,"DISPONIBLE"
3044,4,3044,1,"AGOTADO"
3045,5,3045,6,"DISPONIBLE"
3046,6,3046,2,"DISPONIBLE"
3047,7,3047,7,"AGOTADO"
3048,8,3048,4,"DISPONIBLE"
3049,9,3049,1,"AGOTADO"
3050,10,3050,6,"DISPONIBLE"
3051,11,3051,2,"DISPONIBLE"
3052,12,3052,7,"AGOTADO"
3053,13,3053,4,"DISPONIBLE"
3054,14,3054,1,"AGOTADO"
3055,15,3055,6,"DISPONIBLE"
3056,16,3056,2,"DISPONIBLE"
3057,17,3057,7,"AGOTADO"
3058,18,3058,4,"DISPONIBLE"
3059,19,3059,1,"AGOTADO"
3060,20,3060,6,"DISPONIBLE"
3061,21,3061,2,"DISPONIBLE"
3062,22,3062,7,"AGOTADO"
3063,23,3063,4,"DISPONIBLE"
3064,24,3064,1,"AGOTADO"
3065,25,3065,6,"DISPONIBLE"
3066,26,3066,2,"DISPONIBLE"
3067,27,3067,7,"AGOTADO"
3068,28,3068,4,"DISPONIBLE"
3069,29,3069,1,"AGOTADO"
3070,30,3070,6,"DISPONIBLE"
3071,31,3071,2,"DISPONIBLE"
3072,32,3072,7,"AGOTADO"
3073,33,3073,4,"DISPONIBLE"
3074,34,3074,1,"AGOTADO"
3075,35,3075,6,"DISPONIBLE"
3076,36,3076,2,"DISPONIBLE"
3077,37,3077,7,"AGOTADO"
3078,38,3078,4,"DISPONIBLE"
3079,1,3079,1,"AGOTADO"
3080,2,3080,6,"DISPONIBLE"
3081,3,3081,2,"DISPONIBLE"
3082,4,3082,7,"AGOTADO"
3083,5,3083,4,"DISPONIBLE"
3084,6,3084,1,"AGOTADO"
3085,7,3085,6,"DISPONIBLE"
3086,8,3086,2,"DISPONIBLE"
3087,9,3087,7,"AGOTADO"
3088,10,3088,4,"DISPONIBLE"
3089,11,3089,1,"AGOTADO"
3090,12,3090,6,"DISPONIBLE"
3091,13,3091,2,"DISPONIBLE"
3092,14,3092,7,"AGOTADO"
3093,15,3093,4,"DISPONIBLE"
3094,16,3094,1,"AGOTADO"
3095,17,3095,6,"DISPONIBLE"
3096,18,3096,2,"DISPONIBLE"
3097,19,3097,7,"AGOTADO"
3098,20,3098,4,"DISPONIBLE"
3099,21,3099,1,"AGOTADO"
3100,22,3100,6,"DISPONIBLE"
3101,23,3101,2,"DISPONIBLE"
3102,24,3102,7,"AGOTADO"
3103,25,3103,4,"DISPONIBLE"
3104,26,3104,1,"AGOTADO"
3105,27,3105,6,"DISPONIBLE"
3106,28,3106,2,"DISPONIBLE"
3107,29,3107,7,"AGOTADO"
3108,30,3108,4,"DISPONIBLE"
3109,31,3109,1,"AGOTADO"
3110,32,3110,6,"DISPONIBLE"
3111,33,3111,2,"DISPONIBLE"
3112,34,3112,7,"AGOTADO"
3113,35,3113,4,"DISPONIBLE"
3114,36,3114,1,"AGOTADO"
3115,37,3115,6,"DISPONIBLE"
3116,38,3116,2,"DISPONIBLE"
3117,1,3117,7,"AGOTADO"
3118,2,3118,4,"DISPONIBLE"
3119,3,3119,1,"AGOTADO"
3120,4,3120,6,"DISPONIBLE"
3121,5,3121,2,"DISPONIBLE"
3122,6,3122,7,"AGOTADO"
3123,7,3123,4,"DISPONIBLE"
3124,8,3124,1,"AGOTADO"
3125,9,3125,6,"DISPONIBLE"
3126,10,3126,2,"DISPONIBLE"
3127,11,3127,7,"AGOTADO"
3128,12,3128,4,"DISPONIBLE"
3129,13,3129,1,"AGOTADO"
3130,14,3130,6,"DISPONIBLE"
3131,15,3131,2,"DISPONIBLE"
3132,16,3132,7,"AGOTADO"
3133,17,3133,4,"DISPONIBLE"
3134,18,3134,1,"AGOTADO"
3135,19,3135,6,"DISPONIBLE"
3136,20,3136,2,"DISPONIBLE"
3137,21,3137,7,"AGOTADO"
3138,22,3138,4,"DISPONIBLE"
3139,23,3139,1,"AGOTADO"
3140,24,3140,6,"DISPONIBLE"
3141,25,3141,2,"DISPONIBLE"
3142,26,3142,7,"AGOTADO"
3143,27,3143,4,"DISPONIBLE"
3144,28,3144,1,"AGOTADO"
3145,29,3145,6,"DISPONIBLE"
3146,30,3146,2,"DISPONIBLE"
3147,31,3147,7,"AGOTADO"
3148,32,3148,4,"DISPONIBLE"
3149,33,3149,1,"AGOTADO"
3150,34,3150,6,"DISPONIBLE"
3151,35,3151,2,"DISPONIBLE"
3152,36,3152,7,"AGOTADO"
3153,37,3153,4,"DISPONIBLE"
3154,38,3154,1,"AGOTADO"
3155,1,3155,6,"DISPONIBLE"
3156,2,3156,2,"DISPONIBLE"
3157,3,3157,7,"AGOTADO"
3158,4,3158,4,"DISPONIBLE"
3159,5,3159,1,"AGOTADO"
3160,6,3160,6,"DISPONIBLE"
3161,7,3161,2,"DISPONIBLE"
3162,8,3162,7,"AGOTADO"
3163,9,3163,4,"DISPONIBLE"
3164,10,3164,1,"AGOTADO"
3165,11,3165,6,"DISPONIBLE"
3166,12,3166,2,"DISPONIBLE"
3167,13,3167,7,"AGOTADO"
3168,14,3168,4,"DISPONIBLE"
3169,15,3169,1,"AGOTADO"
3170,16,3170,6,"DISPONIBLE"
3171,17,3171,2,"DISPONIBLE"
3172,18,3172,7,"AGOTADO"
3173,19,3173,4,"DISPONIBLE"
3174,20,3174,1,"AGOTADO"
3175,21,3175,6,"DISPONIBLE"
3176,22,3176,2,"DISPONIBLE"
3177,23,3177,7,"AGOTADO"
3178,24,3178,4,"DISPONIBLE"
3179,25,3179,1,"AGOTADO"
3180,26,3180,6,"DISPONIBLE"
3181,27,3181,2,"DISPONIBLE"
3182,28,3182,7,"AGOTADO"
3183,29,3183,4,"DISPONIBLE"
3184,30,3184,1,"AGOTADO"
3185,31,3185,6,"DISPONIBLE"
3186,32,3186,2,"DISPONIBLE"
3187,33,3187,7,"AGOTADO"
3188,34,3188,4,"DISPONIBLE"
3189,35,3189,1,"AGOTADO"
3190,36,3190,6,"DISPONIBLE"
3191,37,3191,2,"DISPONIBLE"
3192,38,3192,7,"AGOTADO"
3193,1,3193,4,"DISPONIBLE"
3194,2,3194,1,"AGOTADO"
3195,3,3195,6,"DISPONIBLE"
3196,4,3196,2,"DISPONIBLE"
3197,5,3197,7,"AGOTADO"
3198,6,3198,4,"DISPONIBLE"
3199,7,3199,1,"AGOTADO"
3200,8,3200,6,"DISPONIBLE"
3201,9,3201,2,"DISPONIBLE"
3202,10,3202,7,"AGOTADO"
3203,11,3203,4,"DISPONIBLE"
3204,12,3204,1,"AGOTADO"
3205,13,3205,6,"DISPONIBLE"
3206,14,3206,2,"DISPONIBLE"
3207,15,3207,7,"AGOTADO"
3208,16,3208,4,"DISPONIBLE"
3209,17,3209,1,"AGOTADO"
3210,18,3210,6,"DISPONIBLE"
3211,19,3211,2,"DISPONIBLE"
3212,20,3212,7,"AGOTADO"
3213,21,3213,4,"DISPONIBLE"
3214,22,3214,1,"AGOTADO"
3215,23,3215,6,"DISPONIBLE"
3216,24,3216,2,"DISPONIBLE"
3217,25,3217,7,"AGOTADO"
3218,26,3218,4,"DISPONIBLE"
3219,27,3219,1,"AGOTADO"
3220,28,3220,6,"DISPONIBLE"
3221,29,3221,2,"DISPONIBLE"
3222,30,3222,7,"AGOTADO"
3223,31,3223,4,"DISPONIBLE"
3224,32,3224,1,"AGOTADO"
3225,33,3225,6,"DISPONIBLE"
3226,34,3226,2,"DISPONIBLE"
3227,35,3227,7,"AGOTADO"
3228,36,3228,4,"DISPONIBLE"
3229,37,3229,1,"AGOTADO"
3230,38,3230,6,"DISPONIBLE"
3231,1,3231,2,"DISPONIBLE"
3232,2,3232,7,"AGOTADO"
3233,3,3233,4,"DISPONIBLE"
3234,4,3234,1,"AGOTADO"
3235,5,3235,6,"DISPONIBLE"
3236,6,3236,2,"DISPONIBLE"
3237,7,3237,7,"AGOTADO"
3238,8,3238,4,"DISPONIBLE"
3239,9,3239,1,"AGOTADO"
3240,10,3240,6,"DISPONIBLE"
3241,11,3241,2,"DISPONIBLE"
3242,12,3242,7,"AGOTADO"
3243,13,3243,4,"DISPONIBLE"
3244,14,3244,1,"AGOTADO"
3245,15,3245,6,"DISPONIBLE"
3246,16,3246,2,"DISPONIBLE"
3247,17,3247,7,"AGOTADO"
3248,18,3248,4,"DISPONIBLE"
3249,19,3249,1,"AGOTADO"
3250,20,3250,6,"DISPONIBLE"
3251,21,3251,2,"DISPONIBLE"
3252,22,3252,7,"AGOTADO"
3253,23,3253,4,"DISPONIBLE"
3254,24,3254,1,"AGOTADO"
3255,25,3255,6,"DISPONIBLE"
3256,26,3256,2,"DISPONIBLE"
3257,27,3257,7,"AGOTADO"
3258,28,3258,4,"DISPONIBLE"
3259,29,3259,1,"AGOTADO"
3260,30,3260,6,"DISPONIBLE"
3261,31,3261,2,"DISPONIBLE"
3262,32,3262,7,"AGOTADO"
3263,33,3263,4,"DISPONIBLE"
3264,34,3264,1,"AGOTADO"
3265,35,3265,6,"DISPONIBLE"
3266,36,3266,2,"DISPONIBLE"
3267,37,3267,7,"AGOTADO"
3268,38,3268,4,"DISPONIBLE"
3269,1,3269,1,"AGOTADO"
3270,2,3270,6,"DISPONIBLE"
3271,3,3271,2,"DISPONIBLE"
3272,4,3272,7,"AGOTADO"
3273,5,3273,4,"DISPONIBLE"
3274,6,3274,1,"AGOTADO"
3275,7,3275,6,"DISPONIBLE"
3276,8,3276,2,"DISPONIBLE"
3277,9,3277,7,"AGOTADO"
3278,10,3278,4,"DISPONIBLE"
3279,11,3279,1,"AGOTADO"
3280,12,3280,6,"DISPONIBLE"
3281,13,3281,2,"DISPONIBLE"
3282,14,3282,7,"AGOTADO"
3283,15,3283,4,"DISPONIBLE"
3284,16,3284,1,"AGOTADO"
3285,17,3285,6,"DISPONIBLE"
3286,18,3286,2,"DISPONIBLE"
3287,19,3287,7,"AGOTADO"
3288,20,3288,4,"DISPONIBLE"
3289,21,3289,1,"AGOTADO"
3290,22,3290,6,"DISPONIBLE"
3291,23,3291,2,"DISPONIBLE"
3292,24,3292,7,"AGOTADO"
3293,25,3293,4,"DISPONIBLE"
3294,26,3294,1,"AGOTADO"
3295,27,3295,6,"DISPONIBLE"
3296,28,3296,2,"DISPONIBLE"
3297,29,3297,7,"AGOTADO"
3298,30,3298,4,"DISPONIBLE"
3299,31,3299,1,"AGOTADO"
3300,32,3300,6,"DISPONIBLE"
3301,33,3301,2,"DISPONIBLE"
3302,34,3302,7,"AGOTADO"
3303,35,3303,4,"DISPONIBLE"
3304,36,3304,1,"AGOTADO"
3305,37,3305,6,"DISPONIBLE"
3306,38,3306,2,"DISPONIBLE"
3307,1,3307,7,"AGOTADO"
3308,2,3308,4,"DISPONIBLE"
3309,3,3309,1,"AGOTADO"
3310,4,3310,6,"DISPONIBLE"
3311,5,3311,2,"DISPONIBLE"
3312,6,3312,7,"AGOTADO"
3313,7,3313,4,"DISPONIBLE"
3314,8,3314,1,"AGOTADO"
3315,9,3315,6,"DISPONIBLE"
3316,10,3316,2,"DISPONIBLE"
3317,11,3317,7,"AGOTADO"
3318,12,3318,4,"DISPONIBLE"
3319,13,3319,1,"AGOTADO"
3320,14,3320,6,"DISPONIBLE"
3321,15,3321,2,"DISPONIBLE"
3322,16,3322,7,"AGOTADO"
3323,17,3323,4,"DISPONIBLE"
3324,18,3324,1,"AGOTADO"
3325,19,3325,6,"DISPONIBLE"
3326,20,3326,2,"DISPONIBLE"
3327,21,3327,7,"AGOTADO"
3328,22,3328,4,"DISPONIBLE"
3329,23,3329,1,"AGOTADO"
3330,24,3330,6,"DISPONIBLE"
3331,25,3331,2,"DISPONIBLE"
3332,26,3332,7,"AGOTADO"
3333,27,3333,4,"DISPONIBLE"
3334,28,3334,1,"AGOTADO"
3335,29,3335,6,"DISPONIBLE"
3336,30,3336,2,"DISPONIBLE"
3337,31,3337,7,"AGOTADO"
3338,32,3338,4,"DISPONIBLE"
3339,33,3339,1,"AGOTADO"
3340,34,3340,6,"DISPONIBLE"
3341,35,3341,2,"DISPONIBLE"
3342,36,3342,7,"AGOTADO"
3343,37,3343,4,"DISPONIBLE"
3344,38,3344,1,"AGOTADO"
3345,1,3345,6,"DISPONIBLE"
3346,2,3346,2,"DISPONIBLE"
3347,3,3347,7,"AGOTADO"
3348,4,3348,4,"DISPONIBLE"
3349,5,3349,1,"AGOTADO"
3350,6,3350,6,"DISPONIBLE"
3351,7,3351,2,"DISPONIBLE"
3352,8,3352,7,"AGOTADO"
3353,9,3353,4,"DISPONIBLE"
3354,10,3354,1,"AGOTADO"
3355,11,3355,6,"DISPONIBLE"
3356,12,3356,2,"DISPONIBLE"
3357,13,3357,7,"AGOTADO"
3358,14,3358,4,"DISPONIBLE"
3359,15,3359,1,"AGOTADO"
3360,16,3360,6,"DISPONIBLE"
3361,17,3361,2,"DISPONIBLE"
3362,18,3362,7,"AGOTADO"
3363,19,3363,4,"DISPONIBLE"
3364,20,3364,1,"AGOTADO"
3365,21,3365,6,"DISPONIBLE"
3366,22,3366,2,"DISPONIBLE"
3367,23,3367,7,"AGOTADO"
3368,24,3368,4,"DISPONIBLE"
3369,25,3369,1,"AGOTADO"
3370,26,3370,6,"DISPONIBLE"
3371,27,3371,2,"DISPONIBLE"
3372,28,3372,7,"AGOTADO"
3373,29,3373,4,"DISPONIBLE"
3374,30,3374,1,"AGOTADO"
3375,31,3375,6,"DISPONIBLE"
3376,32,3376,2,"DISPONIBLE"
3377,33,3377,7,"AGOTADO"
3378,34,3378,4,"DISPONIBLE"
3379,35,3379,1,"AGOTADO"
3380,36,3380,6,"DISPONIBLE"
3381,37,3381,2,"DISPONIBLE"
3382,38,3382,7,"AGOTADO"
3383,1,3383,4,"DISPONIBLE"
3384,2,3384,1,"AGOTADO"
3385,3,3385,6,"DISPONIBLE"
3386,4,3386,2,"DISPONIBLE"
3387,5,3387,7,"AGOTADO"
3388,6,3388,4,"DISPONIBLE"
3389,7,3389,1,"AGOTADO"
3390,8,3390,6,"DISPONIBLE"
3391,9,3391,2,"DISPONIBLE"
3392,10,3392,7,"AGOTADO"
3393,11,3393,4,"DISPONIBLE"
3394,12,3394,1,"AGOTADO"
3395,13,3395,6,"DISPONIBLE"
3396,14,3396,2,"DISPONIBLE"
3397,15,3397,7,"AGOTADO"
3398,16,3398,4,"DISPONIBLE"
3399,17,3399,1,"AGOTADO"
3400,18,3400,6,"DISPONIBLE"
3401,19,3401,2,"DISPONIBLE"
3402,20,3402,7,"AGOTADO"
3403,21,3403,4,"DISPONIBLE"
3404,22,3404,1,"AGOTADO"
3405,23,3405,6,"DISPONIBLE"
3406,24,3406,2,"DISPONIBLE"
3407,25,3407,7,"AGOTADO"
3408,26,3408,4,"DISPONIBLE"
3409,27,3409,1,"AGOTADO"
3410,28,3410,6,"DISPONIBLE"
3411,29,3411,2,"DISPONIBLE"
3412,30,3412,7,"AGOTADO"
3413,31,3413,4,"DISPONIBLE"
3414,32,3414,1,"AGOTADO"
3415,33,3415,6,"DISPONIBLE"
3416,34,3416,2,"DISPONIBLE"
3417,35,3417,7,"AGOTADO"
3418,36,3418,4,"DISPONIBLE"
3419,37,3419,1,"AGOTADO"
3420,38,3420,6,"DISPONIBLE"
3421,1,3421,2,"DISPONIBLE"
3422,2,3422,7,"AGOTADO"
3423,3,3423,4,"DISPONIBLE"
3424,4,3424,1,"AGOTADO"
3425,5,3425,6,"DISPONIBLE"
3426,6,3426,2,"DISPONIBLE"
3427,7,3427,7,"AGOTADO"
3428,8,3428,4,"DISPONIBLE"
3429,9,3429,1,"AGOTADO"
3430,10,3430,6,"DISPONIBLE"
3431,11,3431,2,"DISPONIBLE"
3432,12,3432,7,"AGOTADO"
3433,13,3433,4,"DISPONIBLE"
3434,14,3434,1,"AGOTADO"
3435,15,3435,6,"DISPONIBLE"
3436,16,3436,2,"DISPONIBLE"
3437,17,3437,7,"AGOTADO"
3438,18,3438,4,"DISPONIBLE"
3439,19,3439,1,"AGOTADO"
3440,20,3440,6,"DISPONIBLE"
3441,21,3441,2,"DISPONIBLE"
3442,22,3442,7,"AGOTADO"
3443,23,3443,4,"DISPONIBLE"
3444,24,3444,1,"AGOTADO"
3445,25,3445,6,"DISPONIBLE"
3446,26,3446,2,"DISPONIBLE"
3447,27,3447,7,"AGOTADO"
3448,28,3448,4,"DISPONIBLE"
3449,29,3449,1,"AGOTADO"
3450,30,3450,6,"DISPONIBLE"
3451,31,3451,2,"DISPONIBLE"
3452,32,3452,7,"AGOTADO"
3453,33,3453,4,"DISPONIBLE"
3454,34,3454,1,"AGOTADO"
3455,35,3455,6,"DISPONIBLE"
3456,36,3456,2,"DISPONIBLE"
3457,37,3457,7,"AGOTADO"
3458,38,3458,4,"DISPONIBLE"
3459,1,3459,1,"AGOTADO"
3460,2,3460,6,"DISPONIBLE"
3461,3,3461,2,"DISPONIBLE"
3462,4,3462,7,"AGOTADO"
3463,5,3463,4,"DISPONIBLE"
3464,6,3464,1,"AGOTADO"
3465,7,3465,6,"DISPONIBLE"
3466,8,3466,2,"DISPONIBLE"
3467,9,3467,7,"AGOTADO"
3468,10,3468,4,"DISPONIBLE"
3469,11,3469,1,"AGOTADO"
3470,12,3470,6,"DISPONIBLE"
3471,13,3471,2,"DISPONIBLE"
3472,14,3472,7,"AGOTADO"
3473,15,3473,4,"DISPONIBLE"
3474,16,3474,1,"AGOTADO"
3475,17,3475,6,"DISPONIBLE"
3476,18,3476,2,"DISPONIBLE"
3477,19,3477,7,"AGOTADO"
3478,20,3478,4,"DISPONIBLE"
3479,21,3479,1,"AGOTADO"
3480,22,3480,6,"DISPONIBLE"
3481,23,3481,2,"DISPONIBLE"
3482,24,3482,7,"AGOTADO"
3483,25,3483,4,"DISPONIBLE"
3484,26,3484,1,"AGOTADO"
3485,27,3485,6,"DISPONIBLE"
3486,28,3486,2,"DISPONIBLE"
3487,29,3487,7,"AGOTADO"
3488,30,3488,4,"DISPONIBLE"
3489,31,3489,1,"AGOTADO"
3490,32,3490,6,"DISPONIBLE"
3491,33,3491,2,"DISPONIBLE"
3492,34,3492,7,"AGOTADO"
3493,35,3493,4,"DISPONIBLE"
3494,36,3494,1,"AGOTADO"
3495,37,3495,6,"DISPONIBLE"
3496,38,3496,2,"DISPONIBLE"
3497,1,3497,7,"AGOTADO"
3498,2,3498,4,"DISPONIBLE"
3499,3,3499,1,"AGOTADO"
3500,4,3500,6,"DISPONIBLE"
3501,5,3501,2,"DISPONIBLE"
3502,6,3502,7,"AGOTADO"
3503,7,3503,4,"DISPONIBLE"
3504,8,3504,1,"AGOTADO"
3505,9,3505,6,"DISPONIBLE"
3506,10,3506,2,"DISPONIBLE"
3507,11,3507,7,"AGOTADO"
3508,12,3508,4,"DISPONIBLE"
3509,13,3509,1,"AGOTADO"
3510,14,3510,6,"DISPONIBLE"
3511,15,3511,2,"DISPONIBLE"
3512,16,3512,7,"AGOTADO"
3513,17,3513,4,"DISPONIBLE"
3514,18,3514,1,"AGOTADO"
3515,19,3515,6,"DISPONIBLE"
3516,20,3516,2,"DISPONIBLE"
3517,21,3517,7,"AGOTADO"
3518,22,3518,4,"DISPONIBLE"
3519,23,3519,1,"AGOTADO"
3520,24,3520,6,"DISPONIBLE"
3521,25,3521,2,"DISPONIBLE"
3522,26,3522,7,"AGOTADO"
3523,27,3523,4,"DISPONIBLE"
3524,28,3524,1,"AGOTADO"
3525,29,3525,6,"DISPONIBLE"
3526,30,3526,2,"DISPONIBLE"
3527,31,3527,7,"AGOTADO"
3528,32,3528,4,"DISPONIBLE"
3529,33,3529,1,"AGOTADO"
3530,34,3530,6,"DISPONIBLE"
3531,35,3531,2,"DISPONIBLE"
3532,36,3532,7,"AGOTADO"
3533,37,3533,4,"DISPONIBLE"
3534,38,3534,1,"AGOTADO"
3535,1,3535,6,"DISPONIBLE"
3536,2,3536,2,"DISPONIBLE"
3537,3,3537,7,"AGOTADO"
3538,4,3538,4,"DISPONIBLE"
3539,5,3539,1,"AGOTADO"
3540,6,3540,6,"DISPONIBLE"
3541,7,3541,2,"DISPONIBLE"
3542,8,3542,7,"AGOTADO"
3543,9,3543,4,"DISPONIBLE"
3544,10,3544,1,"AGOTADO"
3545,11,3545,6,"DISPONIBLE"
3546,12,3546,2,"DISPONIBLE"
3547,13,3547,7,"AGOTADO"
