"IDCARRITO","IDPRODUCTO","ESTADOCOMPRA","CANTIDAD"
4367,7,"pendiente",7
4368,4,"cancelado",4
4369,1,"pendiente",1
4370,6,"cancelado",6
4371,2,"cancelado",2
4372,7,"pendiente",7
4373,4,"cancelado",4
4374,1,"pendiente",1
4375,6,"cancelado",6
4376,2,"cancelado",2
4377,7,"pendiente",7
4378,4,"cancelado",4
4379,1,"pendiente",1
4380,6,"cancelado",6
4381,2,"cancelado",2
4382,7,"pendiente",7
4383,4,"cancelado",4
4384,1,"pendiente",1
4385,6,"cancelado",6
4386,2,"cancelado",2
4387,7,"pendiente",7
4388,4,"cancelado",4
4389,1,"pendiente",1
4390,6,"cancelado",6
4391,2,"cancelado",2
4392,7,"pendiente",7
4393,4,"cancelado",4
4394,1,"pendiente",1
4395,6,"cancelado",6
4396,2,"cancelado",2
4397,7,"pendiente",7
4398,4,"cancelado",4
4399,1,"pendiente",1
4400,6,"cancelado",6
4401,2,"cancelado",2
4402,7,"pendiente",7
4403,4,"cancelado",4
4404,1,"pendiente",1
4405,6,"cancelado",6
4406,2,"cancelado",2
4407,7,"pendiente",7
4408,4,"cancelado",4
4409,1,"pendiente",1
4410,6,"cancelado",6
4411,2,"cancelado",2
4412,7,"pendiente",7
4413,4,"cancelado",4
4414,1,"pendiente",1
4415,6,"cancelado",6
4416,2,"cancelado",2
4417,7,"pendiente",7
4418,4,"cancelado",4
4419,1,"pendiente",1
4420,6,"cancelado",6
4421,2,"cancelado",2
4422,7,"pendiente",7
4423,4,"cancelado",4
4424,1,"pendiente",1
4425,6,"cancelado",6
4426,2,"cancelado",2
4427,7,"pendiente",7
4428,4,"cancelado",4
4429,1,"pendiente",1
4430,6,"cancelado",6
4431,2,"cancelado",2
4432,7,"pendiente",7
4433,4,"cancelado",4
4434,1,"pendiente",1
4435,6,"cancelado",6
4436,2,"cancelado",2
4437,7,"pendiente",7
4438,4,"cancelado",4
4439,1,"pendiente",1
4440,6,"cancelado",6
4441,2,"cancelado",2
4442,7,"pendiente",7
4443,4,"cancelado",4
4444,1,"pendiente",1
4445,6,"cancelado",6
4446,2,"cancelado",2
4447,7,"pendiente",7
4448,4,"cancelado",4
4449,1,"pendiente",1
4450,6,"cancelado",6
4451,2,"cancelado",2
4452,7,"pendiente",7
4453,4,"cancelado",4
4454,1,"pendiente",1
4455,6,"cancelado",6
4456,2,"cancelado",2
4457,7,"pendiente",7
4458,4,"cancelado",4
4459,1,"pendiente",1
4460,6,"cancelado",6
4461,2,"cancelado",2
4462,7,"pendiente",7
4463,4,"cancelado",4
4464,1,"pendiente",1
4465,6,"cancelado",6
4466,2,"cancelado",2
4467,7,"pendiente",7
4468,4,"cancelado",4
4469,1,"pendiente",1
4470,6,"cancelado",6
4471,2,"cancelado",2
4472,7,"pendiente",7
4473,4,"cancelado",4
4474,1,"pendiente",1
4475,6,"cancelado",6
4476,2,"cancelado",2
4477,7,"pendiente",7
4478,4,"cancelado",4
4479,1,"pendiente",1
4480,6,"cancelado",6
4481,2,"cancelado",2
4482,7,"pendiente",7
4483,4,"cancelado",4
4484,1,"pendiente",1
4485,6,"cancelado",6
4486,2,"cancelado",2
4487,7,"pendiente",7
4488,4,"cancelado",4
4489,1,"pendiente",1
4490,6,"cancelado",6
4491,2,"cancelado",2
4492,7,"pendiente",7
4493,4,"cancelado",4
4494,1,"pendiente",1
4495,6,"cancelado",6
4496,2,"cancelado",2
4497,7,"pendiente",7
4498,4,"cancelado",4
4499,1,"pendiente",1
4500,6,"cancelado",6
4501,2,"cancelado",2
4502,7,"pendiente",7
4503,4,"cancelado",4
4504,1,"pendiente",1
4505,6,"cancelado",6
4506,2,"cancelado",2
4507,7,"pendiente",7
4508,4,"cancelado",4
4509,1,"pendiente",1
4510,6,"cancelado",6
4511,2,"cancelado",2
4512,7,"pendiente",7
4513,4,"cancelado",4
4514,1,"pendiente",1
4515,6,"cancelado",6
4516,2,"cancelado",2
4517,7,"pendiente",7
4518,4,"cancelado",4
4519,1,"pendiente",1
4520,6,"cancelado",6
4521,2,"cancelado",2
4522,7,"pendiente",7
4523,4,"cancelado",4
4524,1,"pendiente",1
4525,6,"cancelado",6
4526,2,"cancelado",2
4527,7,"pendiente",7
4528,4,"cancelado",4
4529,1,"pendiente",1
4530,6,"cancelado",6
4531,2,"cancelado",2
4532,7,"pendiente",7
4533,4,"cancelado",4
4534,1,"pendiente",1
4535,6,"cancelado",6
4536,2,"cancelado",2
4537,7,"pendiente",7
4538,4,"cancelado",4
4539,1,"pendiente",1
4540,6,"cancelado",6
4541,2,"cancelado",2
4542,7,"pendiente",7
4543,4,"cancelado",4
4544,1,"pendiente",1
4545,6,"cancelado",6
4546,2,"cancelado",2
4547,7,"pendiente",7
4548,4,"cancelado",4
4549,1,"pendiente",1
4550,6,"cancelado",6
4551,2,"cancelado",2
4552,7,"pendiente",7
4553,4,"cancelado",4
4554,1,"pendiente",1
4555,6,"cancelado",6
4556,2,"cancelado",2
4557,7,"pendiente",7
4558,4,"cancelado",4
4559,1,"pendiente",1
4560,6,"cancelado",6
4561,2,"cancelado",2
4562,7,"pendiente",7
4563,4,"cancelado",4
4564,1,"pendiente",1
4565,6,"cancelado",6
4566,2,"cancelado",2
4567,7,"pendiente",7
4568,4,"cancelado",4
4569,1,"pendiente",1
4570,6,"cancelado",6
4571,2,"cancelado",2
4572,7,"pendiente",7
4573,4,"cancelado",4
4574,1,"pendiente",1
4575,6,"cancelado",6
4576,2,"cancelado",2
4577,7,"pendiente",7
4578,4,"cancelado",4
4579,1,"pendiente",1
4580,6,"cancelado",6
4581,2,"cancelado",2
4582,7,"pendiente",7
4583,4,"cancelado",4
4584,1,"pendiente",1
4585,6,"cancelado",6
4586,2,"cancelado",2
4587,7,"pendiente",7
4588,4,"cancelado",4
4589,1,"pendiente",1
4590,6,"cancelado",6
4591,2,"cancelado",2
4592,7,"pendiente",7
4593,4,"cancelado",4
4594,1,"pendiente",1
4595,6,"cancelado",6
4596,2,"cancelado",2
4597,7,"pendiente",7
4598,4,"cancelado",4
4599,1,"pendiente",1
4600,6,"cancelado",6
4601,2,"cancelado",2
4602,7,"pendiente",7
4603,4,"cancelado",4
4604,1,"pendiente",1
4605,6,"cancelado",6
4606,2,"cancelado",2
4607,7,"pendiente",7
4608,4,"cancelado",4
4609,1,"pendiente",1
4610,6,"cancelado",6
4611,2,"cancelado",2
4612,7,"pendiente",7
4613,4,"cancelado",4
4614,1,"pendiente",1
4615,6,"cancelado",6
4616,2,"cancelado",2
4617,7,"pendiente",7
4618,4,"cancelado",4
4619,1,"pendiente",1
4620,6,"cancelado",6
4621,2,"cancelado",2
4622,7,"pendiente",7
4623,4,"cancelado",4
4624,1,"pendiente",1
4625,6,"cancelado",6
4626,2,"cancelado",2
4627,7,"pendiente",7
4628,4,"cancelado",4
4629,1,"pendiente",1
4630,6,"cancelado",6
4631,2,"cancelado",2
4632,7,"pendiente",7
4633,4,"cancelado",4
4634,1,"pendiente",1
4635,6,"cancelado",6
4636,2,"cancelado",2
4637,7,"pendiente",7
4638,4,"cancelado",4
4639,1,"pendiente",1
4640,6,"cancelado",6
4641,2,"cancelado",2
4642,7,"pendiente",7
4643,4,"cancelado",4
4644,1,"pendiente",1
4645,6,"cancelado",6
4646,2,"cancelado",2
4647,7,"pendiente",7
4648,4,"cancelado",4
4649,1,"pendiente",1
4650,6,"cancelado",6
4651,2,"cancelado",2
4652,7,"pendiente",7
4653,4,"cancelado",4
4654,1,"pendiente",1
4655,6,"cancelado",6
4656,2,"cancelado",2
4657,7,"pendiente",7
4658,4,"cancelado",4
4659,1,"pendiente",1
4660,6,"cancelado",6
4661,2,"cancelado",2
4662,7,"pendiente",7
4663,4,"cancelado",4
4664,1,"pendiente",1
4665,6,"cancelado",6
4666,2,"cancelado",2
4667,7,"pendiente",7
4668,4,"cancelado",4
4669,1,"pendiente",1
4670,6,"cancelado",6
4671,2,"cancelado",2
4672,7,"pendiente",7
4673,4,"cancelado",4
4674,1,"pendiente",1
4675,6,"cancelado",6
4676,2,"cancelado",2
4677,7,"pendiente",7
4678,4,"cancelado",4
4679,1,"pendiente",1
4680,6,"cancelado",6
4681,2,"cancelado",2
4682,7,"pendiente",7
4683,4,"cancelado",4
4684,1,"pendiente",1
4685,6,"cancelado",6
4686,2,"cancelado",2
4687,7,"pendiente",7
4688,4,"cancelado",4
4689,1,"pendiente",1
4690,6,"cancelado",6
4691,2,"cancelado",2
4692,7,"pendiente",7
4693,4,"cancelado",4
4694,1,"pendiente",1
4695,6,"cancelado",6
4696,2,"cancelado",2
4697,7,"pendiente",7
4698,4,"cancelado",4
4699,1,"pendiente",1
4700,6,"cancelado",6
4701,2,"cancelado",2
4702,7,"pendiente",7
4703,4,"cancelado",4
4704,1,"pendiente",1
4705,6,"cancelado",6
4706,2,"cancelado",2
4707,7,"pendiente",7
4708,4,"cancelado",4
4709,1,"pendiente",1
4710,6,"cancelado",6
4711,2,"cancelado",2
4712,7,"pendiente",7
4713,4,"cancelado",4
4714,1,"pendiente",1
4715,6,"cancelado",6
4716,2,"cancelado",2
4717,7,"pendiente",7
4718,4,"cancelado",4
4719,1,"pendiente",1
4720,6,"cancelado",6
4721,2,"cancelado",2
4722,7,"pendiente",7
4723,4,"cancelado",4
4724,1,"pendiente",1
4725,6,"cancelado",6
4726,2,"cancelado",2
4727,7,"pendiente",7
4728,4,"cancelado",4
4729,1,"pendiente",1
4730,6,"cancelado",6
4731,2,"cancelado",2
4732,7,"pendiente",7
4733,4,"cancelado",4
4734,1,"pendiente",1
4735,6,"cancelado",6
4736,2,"cancelado",2
4737,7,"pendiente",7
4738,4,"cancelado",4
4739,1,"pendiente",1
4740,6,"cancelado",6
4741,2,"cancelado",2
4742,7,"pendiente",7
4743,4,"cancelado",4
4744,1,"pendiente",1
4745,6,"cancelado",6
4746,2,"cancelado",2
4747,7,"pendiente",7
4748,4,"cancelado",4
4749,1,"pendiente",1
4750,6,"cancelado",6
4751,2,"cancelado",2
4752,7,"pendiente",7
4753,4,"cancelado",4
4754,1,"pendiente",1
4755,6,"cancelado",6
4756,2,"cancelado",2
4757,7,"pendiente",7
4758,4,"cancelado",4
4759,1,"pendiente",1
4760,6,"cancelado",6
4761,2,"cancelado",2
4762,7,"pendiente",7
4763,4,"cancelado",4
4764,1,"pendiente",1
4765,6,"cancelado",6
4766,2,"cancelado",2
4767,7,"pendiente",7
4768,4,"cancelado",4
4769,1,"pendiente",1
4770,6,"cancelado",6
4771,2,"cancelado",2
4772,7,"pendiente",7
4773,4,"cancelado",4
4774,1,"pendiente",1
4775,6,"cancelado",6
4776,2,"cancelado",2
4777,7,"pendiente",7
4778,4,"cancelado",4
4779,1,"pendiente",1
4780,6,"cancelado",6
4781,2,"cancelado",2
4782,7,"pendiente",7
4783,4,"cancelado",4
4784,1,"pendiente",1
4785,6,"cancelado",6
4786,2,"cancelado",2
4787,7,"pendiente",7
4788,4,"cancelado",4
4789,1,"pendiente",1
4790,6,"cancelado",6
4791,2,"cancelado",2
4792,7,"pendiente",7
4793,4,"cancelado",4
4794,1,"pendiente",1
4795,6,"cancelado",6
4796,2,"cancelado",2
4797,7,"pendiente",7
4798,4,"cancelado",4
4799,1,"pendiente",1
4800,6,"cancelado",6
4801,2,"cancelado",2
4802,7,"pendiente",7
4803,4,"cancelado",4
4804,1,"pendiente",1
4805,6,"cancelado",6
4806,2,"cancelado",2
4807,7,"pendiente",7
4808,4,"cancelado",4
4809,1,"pendiente",1
4810,6,"cancelado",6
4811,6,"cancelado",6
4812,6,"pendiente",6
4813,6,"cancelado",6
4814,6,"pendiente",6
4815,6,"cancelado",6
4816,6,"cancelado",6
4817,6,"pendiente",6
4818,6,"cancelado",6
4819,6,"pendiente",6
4820,6,"cancelado",6
4821,6,"cancelado",6
4822,6,"pendiente",6
4823,6,"cancelado",6
4824,6,"pendiente",6
4825,6,"cancelado",6
4826,6,"cancelado",6
4827,6,"pendiente",6
4828,6,"cancelado",6
4829,6,"pendiente",6
4830,6,"cancelado",6
4831,6,"cancelado",6
4832,6,"pendiente",6
4833,6,"cancelado",6
4834,6,"pendiente",6
4835,6,"cancelado",6
4836,6,"cancelado",6
4837,6,"pendiente",6
4838,6,"cancelado",6
4839,6,"pendiente",6
4840,6,"cancelado",6
4841,6,"cancelado",6
4842,6,"pendiente",6
4843,6,"cancelado",6
4844,6,"pendiente",6
4845,6,"cancelado",6
4846,6,"cancelado",6
4847,6,"pendiente",6
4848,6,"cancelado",6
4849,6,"pendiente",6
4850,6,"cancelado",6
4851,6,"cancelado",6
4852,6,"pendiente",6
4853,6,"cancelado",6
4854,6,"pendiente",6
4855,6,"cancelado",6
4856,6,"cancelado",6
4857,6,"pendiente",6
4858,6,"cancelado",6
4859,6,"pendiente",6
4860,6,"cancelado",6
4861,6,"cancelado",6
4862,6,"pendiente",6
4863,6,"cancelado",6
4864,6,"pendiente",6
4865,6,"cancelado",6
4866,6,"cancelado",6
4867,6,"pendiente",6
4868,6,"cancelado",6
4869,6,"pendiente",6
4870,6,"cancelado",6
4871,6,"cancelado",6
4872,6,"pendiente",6
4873,6,"cancelado",6
4874,6,"pendiente",6
4875,6,"cancelado",6
4876,6,"cancelado",6
4877,6,"pendiente",6
4878,6,"cancelado",6
4879,6,"pendiente",6
4880,6,"cancelado",6
4881,6,"cancelado",6
4882,6,"pendiente",6
4883,6,"cancelado",6
4884,6,"pendiente",6
4885,6,"cancelado",6
4886,6,"cancelado",6
4887,6,"pendiente",6
4888,6,"cancelado",6
4889,6,"pendiente",6
4890,6,"cancelado",6
4891,6,"cancelado",6
4892,6,"pendiente",6
4893,6,"cancelado",6
4894,6,"pendiente",6
4895,6,"cancelado",6
4896,6,"cancelado",6
4897,6,"pendiente",6
4898,6,"cancelado",6
4899,6,"pendiente",6
4900,6,"cancelado",6
4901,6,"cancelado",6
4902,6,"pendiente",6
4903,6,"cancelado",6
4904,6,"pendiente",6
4905,6,"cancelado",6
4906,6,"cancelado",6
4907,6,"pendiente",6
4908,6,"cancelado",6
4909,6,"pendiente",6
4910,6,"cancelado",6
4911,6,"cancelado",6
4912,6,"pendiente",6
4913,6,"cancelado",6
4914,6,"pendiente",6
4915,6,"cancelado",6
4916,6,"cancelado",6
4917,6,"pendiente",6
4918,6,"cancelado",6
4919,6,"pendiente",6
4920,6,"cancelado",6
4921,6,"cancelado",6
4922,6,"pendiente",6
4923,6,"cancelado",6
4924,6,"pendiente",6
4925,6,"cancelado",6
4926,6,"cancelado",6
4927,6,"pendiente",6
4928,6,"cancelado",6
4929,6,"pendiente",6
4930,6,"cancelado",6
4931,6,"cancelado",6
4932,6,"pendiente",6
4933,6,"cancelado",6
4934,6,"pendiente",6
4935,6,"cancelado",6
4936,6,"cancelado",6
4937,6,"pendiente",6
4938,6,"cancelado",6
4939,6,"pendiente",6
4940,6,"cancelado",6
4941,6,"cancelado",6
4942,6,"pendiente",6
4943,6,"cancelado",6
4944,6,"pendiente",6
4945,6,"cancelado",6
4946,6,"cancelado",6
4947,6,"pendiente",6
4948,6,"cancelado",6
4949,6,"pendiente",6
4950,6,"cancelado",6
4951,6,"cancelado",6
4952,6,"pendiente",6
4953,6,"cancelado",6
4954,6,"pendiente",6
4955,6,"cancelado",6
4956,6,"cancelado",6
4957,6,"pendiente",6
4958,6,"cancelado",6
4959,6,"pendiente",6
4960,6,"cancelado",6
4961,6,"cancelado",6
4962,6,"pendiente",6
4963,6,"cancelado",6
4964,6,"pendiente",6
4965,6,"cancelado",6
4966,6,"cancelado",6
4967,6,"pendiente",6
4968,6,"cancelado",6
4969,6,"pendiente",6
4970,6,"cancelado",6
4971,6,"cancelado",6
4972,6,"pendiente",6
4973,6,"cancelado",6
4974,6,"pendiente",6
4975,6,"cancelado",6
4976,6,"cancelado",6
4977,6,"pendiente",6
4978,6,"cancelado",6
4979,6,"pendiente",6
4980,6,"cancelado",6
4981,6,"cancelado",6
4982,6,"pendiente",6
4983,6,"cancelado",6
4984,6,"pendiente",6
4985,6,"cancelado",6
4986,6,"cancelado",6
4987,6,"pendiente",6
4988,6,"cancelado",6
4989,6,"pendiente",6
4990,6,"cancelado",6
4991,6,"cancelado",6
4992,6,"pendiente",6
4993,6,"cancelado",6
4994,6,"pendiente",6
4995,6,"cancelado",6
4996,6,"cancelado",6
4997,6,"pendiente",6
4998,6,"cancelado",6
4999,5,"pendiente",5
